Strain : Tensile strain (Extension) gauge length,"100.00000",mm
"8.60000","14.29941","-0.00254"
"8.70000","14.46589","0.00055"
"8.80000","14.63233","0.00393"
"8.90000","14.79899","-0.00155"
"9.00000","14.96573","-0.00290"
"9.10000","15.13257","0.00089"
"9.20000","15.29918","0.00448"
"9.30000","15.46586","0.00425"
"9.40000","15.63261","0.00515"
"9.50000","15.79924","0.01056"
"9.60000","15.96576","0.00141"
"9.70000","16.13256","-0.00031"
"9.80000","16.29897","0.01089"
"9.90000","16.46570","0.00569"
"10.00000","16.63251","0.00669"
"10.10000","16.79919","0.00059"
"10.20000","16.96591","0.00338"
"10.30000","17.13266","0.01182"
"10.40000","17.29925","0.00357"
"10.50000","17.46582","0.00520"
"10.60000","17.63236","0.01083"
"10.70000","17.79906","0.00658"
"10.80000","17.96563","0.00507"
"10.90000","18.13253","0.00938"
"11.00000","18.29929","0.01033"
"11.10000","18.46590","-0.00377"
"11.20000","18.63264","0.01905"
"11.30000","18.79924","0.00749"
"11.40000","18.96573","0.00345"
"11.50000","19.13235","0.01468"
"11.60000","19.29902","0.01065"
"11.70000","19.46593","0.01536"
"11.80000","19.63249","0.01628"
"11.90000","19.79919","0.01454"
"12.00000","19.96589","0.01529"
"12.10000","20.13255","0.01435"
"12.20000","20.29929","0.02020"
"12.30000","20.46574","0.01464"
"12.40000","20.63234","0.01553"
"12.50000","20.79908","0.01108"
"12.60000","20.96584","0.01564"
"12.70000","21.13256","0.01611"
"12.80000","21.29924","0.01630"
"12.90000","21.46581","0.02043"
"13.00000","21.63254","0.02340"
"13.10000","21.79923","0.01582"
"13.20000","21.96604","0.01980"
"13.30000","22.13240","0.02081"
"13.40000","22.29896","0.02373"
"13.50000","22.46575","0.02499"
"13.60000","22.63249","0.02991"
"13.70000","22.79920","0.01690"
"13.80000","22.96579","0.02307"
"13.90000","23.13259","0.02578"
"14.00000","23.29930","0.01974"
"14.10000","23.46580","0.03023"
"14.20000","23.63244","0.01798"
"14.30000","23.79900","0.02297"
"14.40000","23.96573","0.02791"
"14.50000","24.13247","0.02535"
"14.60000","24.29911","0.02994"
"14.70000","24.46589","0.03494"
"14.80000","24.63270","0.02969"
"14.90000","24.79926","0.03290"
"15.00000","24.96581","0.02845"
"15.10000","25.13238","0.03287"
"15.20000","25.29902","0.02873"
"15.30000","25.46573","0.03665"
"15.40000","25.63243","0.03827"
"15.50000","25.79921","0.03576"
"15.60000","25.96591","0.03991"
"15.70000","26.13263","0.04105"
"15.80000","26.29928","0.03680"
"15.90000","26.46579","0.03401"
"16.00000","26.63235","0.04067"
"16.10000","26.79894","0.04792"
"16.20000","26.96581","0.04082"
"16.30000","27.13262","0.04368"
"16.40000","27.29924","0.04559"
"16.50000","27.46587","0.04762"
"16.60000","27.63258","0.05965"
"16.70000","27.79925","0.06432"
"16.80000","27.96579","0.07109"
"16.90000","28.13236","0.07705"
"17.00000","28.29902","0.08430"
"17.10000","28.46585","0.08624"
"17.20000","28.63261","0.08393"
"17.30000","28.79915","0.09866"
"17.40000","28.96591","0.10092"
"17.50000","29.13252","0.09771"
"17.60000","29.29918","0.11033"
"17.70000","29.46583","0.11670"
"17.80000","29.63240","0.11785"
"17.90000","29.79914","0.12038"
"18.00000","29.96576","0.12969"
"18.10000","30.13252","0.13457"
"18.20000","30.29921","0.14074"
"18.30000","30.46588","0.15297"
"18.40000","30.63258","0.15213"
"18.50000","30.79927","0.15633"
"18.60000","30.96585","0.17232"
"18.70000","31.13235","0.17296"
"18.80000","31.29900","0.17949"
"18.90000","31.46579","0.18873"
"19.00000","31.63249","0.18768"
"19.10000","31.79911","0.20114"
"19.20000","31.96584","0.20898"
"19.30000","32.13251","0.22073"
"19.40000","32.29933","0.22326"
"19.50000","32.46595","0.22735"
"19.60000","32.63239","0.23742"
"19.70000","32.79906","0.24052"
"19.80000","32.96572","0.25343"
"19.90000","33.13263","0.25859"
"20.00000","33.29911","0.26063"
"20.10000","33.46589","0.27677"
"20.20000","33.63269","0.27273"
"20.30000","33.79913","0.28020"
"20.40000","33.96590","0.29129"
"20.50000","34.13240","0.30004"
"20.60000","34.29898","0.30714"
"20.70000","34.46571","0.31368"
"20.80000","34.63250","0.32397"
"20.90000","34.79926","0.32148"
"21.00000","34.96592","0.32987"
"21.10000","35.13262","0.34063"
"21.20000","35.29932","0.34344"
"21.30000","35.46571","0.34452"
"21.40000","35.63238","0.35146"
"21.50000","35.79903","0.35895"
"21.60000","35.96573","0.37431"
"21.70000","36.13262","0.38377"
"21.80000","36.29921","0.38006"
"21.90000","36.46588","0.39576"
"22.00000","36.63258","0.39239"
"22.10000","36.79923","0.40808"
"22.20000","36.96581","0.41006"
"22.30000","37.13226","0.42192"
"22.40000","37.29918","0.41879"
"22.50000","37.46588","0.43789"
"22.60000","37.63244","0.42692"
"22.70000","37.79926","0.44161"
"22.80000","37.96584","0.44188"
"22.90000","38.13261","0.45836"
"23.00000","38.29920","0.47050"
"23.10000","38.46584","0.47203"
"23.20000","38.63246","0.47632"
"23.30000","38.79898","0.48318"
"23.40000","38.96582","0.48890"
"23.50000","39.13253","0.49495"
"23.60000","39.29920","0.50921"
"23.70000","39.46584","0.51204"
"23.80000","39.63252","0.51841"
"23.90000","39.79919","0.52415"
"24.00000","39.96587","0.53460"
"24.10000","40.13249","0.54900"
"24.20000","40.29907","0.54392"
"24.30000","40.46573","0.53974"
"24.40000","40.63253","0.54813"
"24.50000","40.79916","0.56967"
"24.60000","40.96581","0.56738"
"24.70000","41.13266","0.57450"
"24.80000","41.29927","0.56367"
"24.90000","41.46587","0.57992"
"25.00000","41.63242","0.58000"
"25.10000","41.79902","0.59038"
"25.20000","41.96572","0.60255"
"25.30000","42.13248","0.60417"
"25.40000","42.29935","0.61143"
"25.50000","42.46584","0.62474"
"25.60000","42.63261","0.63557"
"25.70000","42.79926","0.63919"
"25.80000","42.96579","0.64937"
"25.90000","43.13241","0.65043"
"26.00000","43.29910","0.64851"
"26.10000","43.46574","0.66776"
"26.20000","43.63256","0.67758"
"26.30000","43.79926","0.67506"
"26.40000","43.96598","0.68747"
"26.50000","44.13263","0.69472"
"26.60000","44.29928","0.70577"
"26.70000","44.46577","0.70950"
"26.80000","44.63231","0.70378"
"26.90000","44.79897","0.71792"
"27.00000","44.96581","0.71851"
"27.10000","45.13258","0.71694"
"27.20000","45.29923","0.73417"
"27.30000","45.46589","0.73784"
"27.40000","45.63260","0.74713"
"27.50000","45.79925","0.74237"
"27.60000","45.96580","0.74564"
"27.70000","46.13244","0.76840"
"27.80000","46.29907","0.77185"
"27.90000","46.46576","0.76320"
"28.00000","46.63253","0.76756"
"28.10000","46.79922","0.77649"
"28.20000","46.96588","0.79218"
"28.30000","47.13254","0.80284"
"28.40000","47.29922","0.80690"
"28.50000","47.46582","0.81147"
"28.60000","47.63251","0.82821"
"28.70000","47.79914","0.82770"
"28.80000","47.96578","0.83620"
"28.90000","48.13260","0.84412"
"29.00000","48.29918","0.84106"
"29.10000","48.46592","0.85144"
"29.20000","48.63260","0.85251"
"29.30000","48.79929","0.86585"
"29.40000","48.96585","0.87752"
"29.50000","49.13243","0.87136"
"29.60000","49.29908","0.88106"
"29.70000","49.46577","0.89503"
"29.80000","49.63251","0.89825"
"29.90000","49.79910","0.89250"
"30.00000","49.96583","0.89895"
"30.10000","50.13270","0.90434"
"30.20000","50.29928","0.91574"
"30.30000","50.46578","0.93107"
"30.40000","50.63242","0.92580"
"30.50000","50.79900","0.93610"
"30.60000","50.96578","0.94781"
"30.70000","51.13255","0.95592"
"30.80000","51.29922","0.96219"
"30.90000","51.46593","0.97194"
"31.00000","51.63268","0.97762"
"31.10000","51.79930","0.97793"
"31.20000","51.96585","0.98872"
"31.30000","52.13235","1.00010"
"31.40000","52.29894","1.00109"
"31.50000","52.46568","1.00876"
"31.60000","52.63257","1.01265"
"31.70000","52.79935","1.01009"
"31.80000","52.96589","1.02611"
"31.90000","53.13263","1.02793"
"32.00000","53.29924","1.02727"
"32.10000","53.46581","1.03676"
"32.20000","53.63237","1.05707"
"32.30000","53.79910","1.05990"
"32.40000","53.96585","1.06470"
"32.50000","54.13251","1.07206"
"32.60000","54.29923","1.07265"
"32.70000","54.46594","1.08227"
"32.80000","54.63260","1.07444"
"32.90000","54.79922","1.09651"
"33.00000","54.96573","1.09686"
"33.10000","55.13237","1.10461"
"33.20000","55.29907","1.10586"
"33.30000","55.46600","1.12001"
"33.40000","55.63256","1.13579"
"33.50000","55.79919","1.14100"
"33.60000","55.96591","1.14201"
"33.70000","56.13263","1.16165"
"33.80000","56.29923","1.17388"
"33.90000","56.46586","1.16761"
"34.00000","56.63241","1.17765"
"34.10000","56.79905","1.17873"
"34.20000","56.96585","1.19123"
"34.30000","57.13255","1.19361"
"34.40000","57.29912","1.19766"
"34.50000","57.46576","1.20765"
"34.60000","57.63259","1.22078"
"34.70000","57.79930","1.22937"
"34.80000","57.96587","1.23131"
"34.90000","58.13239","1.23576"
"35.00000","58.29904","1.24173"
"35.10000","58.46572","1.24568"
"35.20000","58.63256","1.25205"
"35.30000","58.79918","1.26265"
"35.40000","58.96584","1.28615"
"35.50000","59.13268","1.28576"
"35.60000","59.29932","1.29092"
"35.70000","59.46581","1.29258"
"35.80000","59.63244","1.29862"
"35.90000","59.79900","1.30776"
"36.00000","59.96563","1.31138"
"36.10000","60.13247","1.31271"
"36.20000","60.29939","1.31881"
"36.30000","60.46597","1.32691"
"36.40000","60.63255","1.33793"
"36.50000","60.79925","1.33864"
"36.60000","60.96579","1.35402"
"36.70000","61.13240","1.36531"
"36.80000","61.29902","1.37566"
"36.90000","61.46573","1.37248"
"37.00000","61.63253","1.38078"
"37.10000","61.79921","1.37725"
"37.20000","61.96590","1.38080"
"37.30000","62.13260","1.38373"
"37.40000","62.29926","1.39524"
"37.50000","62.46572","1.40145"
"37.60000","62.63232","1.40850"
"37.70000","62.79902","1.42160"
"37.80000","62.96591","1.42128"
"37.90000","63.13263","1.43799"
"38.00000","63.29919","1.46036"
"38.10000","63.46592","1.46108"
"38.20000","63.63256","1.46750"
"38.30000","63.79933","1.46295"
"38.40000","63.96575","1.47687"
"38.50000","64.13240","1.47672"
"38.60000","64.29912","1.48872"
"38.70000","64.46577","1.49651"
"38.80000","64.63259","1.50906"
"38.90000","64.79921","1.51610"
"39.00000","64.96581","1.52270"
"39.10000","65.13249","1.51583"
"39.20000","65.29919","1.51020"
"39.30000","65.46600","1.51437"
"39.40000","65.63242","1.52067"
"39.50000","65.79904","1.53160"
"39.60000","65.96580","1.53780"
"39.70000","66.13251","1.54433"
"39.80000","66.29928","1.56070"
"39.90000","66.46579","1.56021"
"40.00000","66.63257","1.57742"
"40.10000","66.79932","1.57001"
"40.20000","66.96587","1.59253"
"40.30000","67.13245","1.59344"
"40.40000","67.29903","1.62041"
"40.50000","67.46570","1.62507"
"40.60000","67.63246","1.63402"
"40.70000","67.79922","1.65041"
"40.80000","67.96606","1.64432"
"40.90000","68.13262","1.63765"
"41.00000","68.29920","1.64431"
"41.10000","68.46581","1.64913"
"41.20000","68.63239","1.64278"
"41.30000","68.79910","1.64773"
"41.40000","68.96570","1.66161"
"41.50000","69.13255","1.67377"
"41.60000","69.29926","1.67943"
"41.70000","69.46584","1.69061"
"41.80000","69.63263","1.70736"
"41.90000","69.79918","1.72748"
"42.00000","69.96576","1.72694"
"42.10000","70.13235","1.71922"
"42.20000","70.29895","1.72601"
"42.30000","70.46577","1.74554"
"42.40000","70.63251","1.75317"
"42.50000","70.79936","1.75516"
"42.60000","70.96590","1.76991"
"42.70000","71.13260","1.78561"
"42.80000","71.29929","1.80053"
"42.90000","71.46577","1.81230"
"43.00000","71.63232","1.80054"
"43.10000","71.79918","1.79423"
"43.20000","71.96585","1.80359"
"43.30000","72.13252","1.81628"
"43.40000","72.29922","1.82134"
"43.50000","72.46597","1.83201"
"43.60000","72.63251","1.83675"
"43.70000","72.79919","1.84432"
"43.80000","72.96588","1.88321"
"43.90000","73.13242","1.90265"
"44.00000","73.29906","1.90840"
"44.10000","73.46577","1.91279"
"44.20000","73.63256","1.92956"
"44.30000","73.79923","1.93612"
"44.40000","73.96589","1.94024"
"44.50000","74.13258","1.96190"
"44.60000","74.29922","1.97531"
"44.70000","74.46585","1.97913"
"44.80000","74.63249","1.96988"
"44.90000","74.79895","1.97489"
"45.00000","74.96578","1.97452"
"45.10000","75.13249","1.98227"
"45.20000","75.29913","2.00876"
"45.30000","75.46590","2.03371"
"45.40000","75.63268","2.03989"
"45.50000","75.79932","2.04238"
"45.60000","75.96577","2.04742"
"45.70000","76.13242","2.05894"
"45.80000","76.29906","2.07964"
"45.90000","76.46571","2.07866"
"46.00000","76.63249","2.08443"
"46.10000","76.79926","2.10918"
"46.20000","76.96590","2.15224"
"46.30000","77.13268","2.17913"
"46.40000","77.29916","2.18382"
"46.50000","77.46581","2.20855"
"46.60000","77.63235","2.22056"
"46.70000","77.79904","2.23359"
"46.80000","77.96570","2.25378"
"46.90000","78.13248","2.27877"
"47.00000","78.29922","2.28704"
"47.10000","78.46594","2.30119"
"47.20000","78.63261","2.33470"
"47.30000","78.79926","2.36728"
"47.40000","78.96578","2.38923"
"47.50000","79.13240","2.41246"
"47.60000","79.29902","2.43507"
"47.70000","79.46580","2.44984"
"47.80000","79.63255","2.48248"
"47.90000","79.79918","2.52410"
"48.00000","79.96587","2.55841"
"48.10000","80.13259","2.59727"
"48.20000","80.29928","2.65599"
"48.30000","80.46579","2.68751"
"48.40000","80.63228","2.70185"
"48.50000","80.79907","2.73844"
"48.60000","80.96584","2.77809"
"48.70000","81.13257","2.83890"
"48.80000","81.29922","2.87717"
"48.90000","81.46587","2.92880"
"49.00000","81.63262","2.99116"
"49.10000","81.79919","3.04372"
"49.20000","81.96578","3.08404"
"49.30000","82.13242","3.13960"
"49.40000","82.29899","3.17752"
"49.50000","82.46579","3.25785"
"49.60000","82.63253","3.33044"
"49.70000","82.79919","3.39162"
"49.80000","82.96586","3.44444"
"49.90000","83.13255","3.49005"
"50.00000","83.29946","3.55258"
"50.10000","83.46591","3.63259"
"50.20000","83.63242","3.69255"
"50.30000","83.79911","3.76065"
"50.40000","83.96574","3.82209"
"50.50000","84.13257","3.85822"
"50.60000","84.29918","3.93141"
"50.70000","84.46588","3.99667"
"50.80000","84.63267","4.08508"
"50.90000","84.79919","4.17506"
"51.00000","84.96581","4.26357"
"51.10000","85.13242","4.33610"
"51.20000","85.29908","4.40404"
"51.30000","85.46572","4.48302"
"51.40000","85.63245","4.55170"
"51.50000","85.79922","4.62146"
"51.60000","85.96593","4.67809"
"51.70000","86.13269","4.73867"
"51.80000","86.29926","4.80876"
"51.90000","86.46581","4.88503"
"52.00000","86.63241","4.94176"
"52.10000","86.79906","5.02995"
"52.20000","86.96571","5.09330"
"52.30000","87.13257","5.16859"
"52.40000","87.29923","5.25987"
"52.50000","87.46593","5.37101"
"52.60000","87.63266","5.46845"
"52.70000","87.79929","5.56851"
"52.80000","87.96580","5.64867"
"52.82100","88.00089","5.66534"
