Strain : Tensile strain (Extension) gauge length,"100.00000",mm
"8.60000","14.29940","0.00048"
"8.70000","14.46593","-0.00039"
"8.80000","14.63235","0.00071"
"8.90000","14.79899","0.00385"
"9.00000","14.96576","0.00642"
"9.10000","15.13250","0.00438"
"9.20000","15.29916","-0.00223"
"9.30000","15.46590","0.00513"
"9.40000","15.63264","0.01022"
"9.50000","15.79919","0.00616"
"9.60000","15.96580","0.00419"
"9.70000","16.13239","0.00406"
"9.80000","16.29902","0.00545"
"9.90000","16.46566","0.00672"
"10.00000","16.63248","0.01027"
"10.10000","16.79916","0.00887"
"10.20000","16.96614","0.00176"
"10.30000","17.13263","0.00981"
"10.40000","17.29921","0.01304"
"10.50000","17.46582","0.00459"
"10.60000","17.63237","0.00839"
"10.70000","17.79903","0.00912"
"10.80000","17.96566","0.01062"
"10.90000","18.13261","0.01718"
"11.00000","18.29922","0.01646"
"11.10000","18.46593","0.00965"
"11.20000","18.63264","0.00833"
"11.30000","18.79924","0.01218"
"11.40000","18.96578","0.01186"
"11.50000","19.13237","0.01308"
"11.60000","19.29908","0.00882"
"11.70000","19.46572","0.01262"
"11.80000","19.63250","0.00865"
"11.90000","19.79914","0.01771"
"12.00000","19.96592","0.01380"
"12.10000","20.13250","0.01729"
"12.20000","20.29929","0.01125"
"12.30000","20.46574","0.01768"
"12.40000","20.63231","0.01471"
"12.50000","20.79907","0.02247"
"12.60000","20.96589","0.01557"
"12.70000","21.13251","0.02329"
"12.80000","21.29921","0.02247"
"12.90000","21.46587","0.01477"
"13.00000","21.63252","0.02338"
"13.10000","21.79929","0.02240"
"13.20000","21.96596","0.02176"
"13.30000","22.13244","0.01936"
"13.40000","22.29895","0.02633"
"13.50000","22.46575","0.02058"
"13.60000","22.63248","0.02039"
"13.70000","22.79921","0.02712"
"13.80000","22.96581","0.02110"
"13.90000","23.13260","0.02418"
"14.00000","23.29930","0.02558"
"14.10000","23.46579","0.02104"
"14.20000","23.63240","0.01969"
"14.30000","23.79899","0.03074"
"14.40000","23.96573","0.02948"
"14.50000","24.13247","0.02594"
"14.60000","24.29917","0.03167"
"14.70000","24.46586","0.03059"
"14.80000","24.63257","0.03519"
"14.90000","24.79930","0.03632"
"15.00000","24.96583","0.03288"
"15.10000","25.13235","0.03535"
"15.20000","25.29903","0.03333"
"15.30000","25.46570","0.03654"
"15.40000","25.63246","0.03648"
"15.50000","25.79919","0.03772"
"15.60000","25.96591","0.03583"
"15.70000","26.13260","0.04471"
"15.80000","26.29930","0.04136"
"15.90000","26.46578","0.04235"
"16.00000","26.63235","0.03441"
"16.10000","26.79893","0.04568"
"16.20000","26.96577","0.04872"
"16.30000","27.13255","0.04808"
"16.40000","27.29919","0.06217"
"16.50000","27.46591","0.06495"
"16.60000","27.63257","0.07040"
"16.70000","27.79925","0.07261"
"16.80000","27.96573","0.07146"
"16.90000","28.13237","0.07824"
"17.00000","28.29900","0.08217"
"17.10000","28.46585","0.08715"
"17.20000","28.63259","0.09937"
"17.30000","28.79917","0.10397"
"17.40000","28.96588","0.10516"
"17.50000","29.13254","0.11407"
"17.60000","29.29919","0.11179"
"17.70000","29.46579","0.12238"
"17.80000","29.63238","0.13419"
"17.90000","29.79911","0.13855"
"18.00000","29.96572","0.14474"
"18.10000","30.13251","0.14958"
"18.20000","30.29918","0.15625"
"18.30000","30.46586","0.16170"
"18.40000","30.63254","0.16402"
"18.50000","30.79927","0.16440"
"18.60000","30.96593","0.17615"
"18.70000","31.13236","0.18618"
"18.80000","31.29898","0.19633"
"18.90000","31.46575","0.20295"
"19.00000","31.63251","0.20666"
"19.10000","31.79909","0.22468"
"19.20000","31.96582","0.22175"
"19.30000","32.13252","0.23044"
"19.40000","32.29948","0.24585"
"19.50000","32.46588","0.24234"
"19.60000","32.63239","0.25736"
"19.70000","32.79901","0.26470"
"19.80000","32.96573","0.26409"
"19.90000","33.13257","0.26600"
"20.00000","33.29915","0.27413"
"20.10000","33.46590","0.28361"
"20.20000","33.63266","0.28583"
"20.30000","33.79919","0.29496"
"20.40000","33.96586","0.30431"
"20.50000","34.13239","0.31031"
"20.60000","34.29897","0.32701"
"20.70000","34.46569","0.32890"
"20.80000","34.63255","0.33948"
"20.90000","34.79924","0.34897"
"21.00000","34.96595","0.34618"
"21.10000","35.13257","0.36079"
"21.20000","35.29923","0.35356"
"21.30000","35.46572","0.36065"
"21.40000","35.63246","0.35996"
"21.50000","35.79899","0.37054"
"21.60000","35.96573","0.37799"
"21.70000","36.13256","0.39535"
"21.80000","36.29926","0.39620"
"21.90000","36.46589","0.39327"
"22.00000","36.63262","0.40876"
"22.10000","36.79919","0.41365"
"22.20000","36.96576","0.42561"
"22.30000","37.13223","0.43216"
"22.40000","37.29916","0.44697"
"22.50000","37.46589","0.43783"
"22.60000","37.63248","0.45592"
"22.70000","37.79920","0.46254"
"22.80000","37.96585","0.46726"
"22.90000","38.13259","0.48743"
"23.00000","38.29922","0.48406"
"23.10000","38.46586","0.48987"
"23.20000","38.63242","0.48617"
"23.30000","38.79896","0.50395"
"23.40000","38.96584","0.49973"
"23.50000","39.13252","0.51034"
"23.60000","39.29920","0.52406"
"23.70000","39.46585","0.52505"
"23.80000","39.63250","0.52906"
"23.90000","39.79919","0.53806"
"24.00000","39.96585","0.55029"
"24.10000","40.13264","0.55520"
"24.20000","40.29907","0.55140"
"24.30000","40.46575","0.55409"
"24.40000","40.63254","0.56449"
"24.50000","40.79918","0.57302"
"24.60000","40.96580","0.58434"
"24.70000","41.13263","0.57136"
"24.80000","41.29922","0.58727"
"24.90000","41.46585","0.58981"
"25.00000","41.63250","0.59936"
"25.10000","41.79900","0.60253"
"25.20000","41.96572","0.61554"
"25.30000","42.13244","0.61626"
"25.40000","42.29924","0.62823"
"25.50000","42.46592","0.65099"
"25.60000","42.63265","0.64307"
"25.70000","42.79921","0.65219"
"25.80000","42.96580","0.65789"
"25.90000","43.13242","0.66526"
"26.00000","43.29908","0.66654"
"26.10000","43.46571","0.68029"
"26.20000","43.63253","0.68916"
"26.30000","43.79926","0.68657"
"26.40000","43.96596","0.69341"
"26.50000","44.13260","0.70870"
"26.60000","44.29927","0.70708"
"26.70000","44.46574","0.72092"
"26.80000","44.63227","0.71522"
"26.90000","44.79900","0.72668"
"27.00000","44.96589","0.72752"
"27.10000","45.13262","0.74131"
"27.20000","45.29921","0.75750"
"27.30000","45.46590","0.74599"
"27.40000","45.63260","0.75400"
"27.50000","45.79929","0.76031"
"27.60000","45.96577","0.77022"
"27.70000","46.13243","0.77576"
"27.80000","46.29908","0.78170"
"27.90000","46.46576","0.78516"
"28.00000","46.63263","0.77812"
"28.10000","46.79922","0.79389"
"28.20000","46.96584","0.79674"
"28.30000","47.13249","0.81562"
"28.40000","47.29918","0.81385"
"28.50000","47.46580","0.82235"
"28.60000","47.63251","0.83536"
"28.70000","47.79909","0.84542"
"28.80000","47.96579","0.84747"
"28.90000","48.13254","0.83819"
"29.00000","48.29922","0.84461"
"29.10000","48.46591","0.86477"
"29.20000","48.63258","0.86669"
"29.30000","48.79929","0.87296"
"29.40000","48.96585","0.87834"
"29.50000","49.13241","0.88575"
"29.60000","49.29907","0.89924"
"29.70000","49.46576","0.90540"
"29.80000","49.63253","0.90034"
"29.90000","49.79915","0.90692"
"30.00000","49.96582","0.91428"
"30.10000","50.13263","0.91843"
"30.20000","50.29925","0.93752"
"30.30000","50.46581","0.93527"
"30.40000","50.63239","0.94060"
"30.50000","50.79900","0.94459"
"30.60000","50.96579","0.94908"
"30.70000","51.13250","0.95834"
"30.80000","51.29919","0.96896"
"30.90000","51.46598","0.97618"
"31.00000","51.63266","0.98248"
"31.10000","51.79925","0.98839"
"31.20000","51.96587","0.99595"
"31.30000","52.13237","1.01349"
"31.40000","52.29894","1.00978"
"31.50000","52.46566","1.01997"
"31.60000","52.63263","1.02180"
"31.70000","52.79934","1.02356"
"31.80000","52.96587","1.03195"
"31.90000","53.13261","1.03868"
"32.00000","53.29926","1.03545"
"32.10000","53.46581","1.06013"
"32.20000","53.63237","1.07296"
"32.30000","53.79907","1.06526"
"32.40000","53.96583","1.07262"
"32.50000","54.13252","1.07411"
"32.60000","54.29920","1.07865"
"32.70000","54.46595","1.09341"
"32.80000","54.63258","1.09934"
"32.90000","54.79922","1.10142"
"33.00000","54.96566","1.10612"
"33.10000","55.13232","1.11356"
"33.20000","55.29906","1.10770"
"33.30000","55.46585","1.12680"
"33.40000","55.63250","1.14605"
"33.50000","55.79923","1.15233"
"33.60000","55.96593","1.15934"
"33.70000","56.13263","1.18028"
"33.80000","56.29919","1.16783"
"33.90000","56.46595","1.16916"
"34.00000","56.63240","1.17220"
"34.10000","56.79905","1.19364"
"34.20000","56.96584","1.19839"
"34.30000","57.13256","1.19254"
"34.40000","57.29911","1.20829"
"34.50000","57.46579","1.20888"
"34.60000","57.63262","1.22540"
"34.70000","57.79931","1.23574"
"34.80000","57.96583","1.24899"
"34.90000","58.13241","1.23795"
"35.00000","58.29903","1.24674"
"35.10000","58.46573","1.24920"
"35.20000","58.63256","1.26744"
"35.30000","58.79917","1.27277"
"35.40000","58.96585","1.29152"
"35.50000","59.13265","1.28257"
"35.60000","59.29934","1.29202"
"35.70000","59.46581","1.30075"
"35.80000","59.63242","1.30764"
"35.90000","59.79901","1.30631"
"36.00000","59.96565","1.31800"
"36.10000","60.13253","1.31425"
"36.20000","60.29932","1.32983"
"36.30000","60.46602","1.33245"
"36.40000","60.63256","1.34124"
"36.50000","60.79926","1.34836"
"36.60000","60.96572","1.36839"
"36.70000","61.13244","1.37171"
"36.80000","61.29903","1.36996"
"36.90000","61.46575","1.37953"
"37.00000","61.63255","1.37634"
"37.10000","61.79919","1.38228"
"37.20000","61.96596","1.37764"
"37.30000","62.13264","1.39047"
"37.40000","62.29922","1.39654"
"37.50000","62.46574","1.40715"
"37.60000","62.63232","1.42060"
"37.70000","62.79901","1.42165"
"37.80000","62.96584","1.42677"
"37.90000","63.13252","1.44185"
"38.00000","63.29919","1.45137"
"38.10000","63.46593","1.45805"
"38.20000","63.63256","1.46131"
"38.30000","63.79933","1.47124"
"38.40000","63.96571","1.47500"
"38.50000","64.13241","1.48146"
"38.60000","64.29910","1.48963"
"38.70000","64.46578","1.49817"
"38.80000","64.63255","1.51263"
"38.90000","64.79918","1.51348"
"39.00000","64.96581","1.51541"
"39.10000","65.13251","1.50913"
"39.20000","65.29922","1.51101"
"39.30000","65.46605","1.52671"
"39.40000","65.63241","1.52637"
"39.50000","65.79898","1.53559"
"39.60000","65.96579","1.54075"
"39.70000","66.13249","1.54563"
"39.80000","66.29922","1.56295"
"39.90000","66.46580","1.56313"
"40.00000","66.63258","1.57346"
"40.10000","66.79933","1.57992"
"40.20000","66.96587","1.59275"
"40.30000","67.13242","1.60991"
"40.40000","67.29904","1.61938"
"40.50000","67.46566","1.62174"
"40.60000","67.63249","1.63712"
"40.70000","67.79926","1.65095"
"40.80000","67.96601","1.64825"
"40.90000","68.13270","1.63848"
"41.00000","68.29916","1.64101"
"41.10000","68.46581","1.62639"
"41.20000","68.63243","1.64021"
"41.30000","68.79908","1.65240"
"41.40000","68.96566","1.66499"
"41.50000","69.13254","1.67114"
"41.60000","69.29926","1.68236"
"41.70000","69.46585","1.69770"
"41.80000","69.63260","1.71346"
"41.90000","69.79922","1.71980"
"42.00000","69.96577","1.71602"
"42.10000","70.13232","1.72417"
"42.20000","70.29895","1.73210"
"42.30000","70.46574","1.74393"
"42.40000","70.63255","1.76193"
"42.50000","70.79922","1.75775"
"42.60000","70.96589","1.77925"
"42.70000","71.13258","1.78162"
"42.80000","71.29924","1.81102"
"42.90000","71.46575","1.79791"
"43.00000","71.63232","1.79300"
"43.10000","71.79906","1.78432"
"43.20000","71.96581","1.81028"
"43.30000","72.13256","1.81292"
"43.40000","72.29918","1.82056"
"43.50000","72.46589","1.82957"
"43.60000","72.63257","1.84463"
"43.70000","72.79919","1.85533"
"43.80000","72.96583","1.87799"
"43.90000","73.13231","1.88407"
"44.00000","73.29914","1.89295"
"44.10000","73.46582","1.91432"
"44.20000","73.63252","1.92985"
"44.30000","73.79920","1.93474"
"44.40000","73.96590","1.94574"
"44.50000","74.13258","1.95998"
"44.60000","74.29921","1.96918"
"44.70000","74.46583","1.97351"
"44.80000","74.63253","1.96654"
"44.90000","74.79899","1.97082"
"45.00000","74.96577","1.97800"
"45.10000","75.13248","1.99005"
"45.20000","75.29916","2.01851"
"45.30000","75.46586","2.02738"
"45.40000","75.63265","2.03215"
"45.50000","75.79941","2.04089"
"45.60000","75.96578","2.04972"
"45.70000","76.13241","2.07142"
"45.80000","76.29907","2.07453"
"45.90000","76.46572","2.07970"
"46.00000","76.63250","2.09547"
"46.10000","76.79922","2.11567"
"46.20000","76.96593","2.15476"
"46.30000","77.13258","2.18021"
"46.40000","77.29926","2.17915"
"46.50000","77.46580","2.20266"
"46.60000","77.63235","2.21912"
"46.70000","77.79897","2.24022"
"46.80000","77.96574","2.25576"
"46.90000","78.13248","2.28409"
"47.00000","78.29922","2.29149"
"47.10000","78.46595","2.30950"
"47.20000","78.63261","2.34688"
"47.30000","78.79927","2.36964"
"47.40000","78.96577","2.38615"
"47.50000","79.13239","2.41692"
"47.60000","79.29897","2.44803"
"47.70000","79.46584","2.46938"
"47.80000","79.63257","2.49558"
"47.90000","79.79907","2.53415"
"48.00000","79.96591","2.56555"
"48.10000","80.13257","2.63307"
"48.20000","80.29922","2.67604"
"48.30000","80.46585","2.69651"
"48.40000","80.63231","2.72158"
"48.50000","80.79913","2.75682"
"48.60000","80.96589","2.80474"
"48.70000","81.13253","2.84441"
"48.80000","81.29923","2.90040"
"48.90000","81.46586","2.95388"
"49.00000","81.63268","3.03170"
"49.10000","81.79922","3.05484"
"49.20000","81.96580","3.11326"
"49.30000","82.13246","3.15669"
"49.40000","82.29903","3.21888"
"49.50000","82.46574","3.28769"
"49.60000","82.63256","3.35744"
"49.70000","82.79919","3.41070"
"49.80000","82.96586","3.45554"
"49.90000","83.13258","3.51484"
"50.00000","83.29937","3.58464"
"50.10000","83.46594","3.64634"
"50.20000","83.63240","3.72133"
"50.30000","83.79907","3.78092"
"50.40000","83.96575","3.83720"
"50.50000","84.13257","3.88505"
"50.60000","84.29916","3.95623"
"50.70000","84.46593","4.02589"
"50.80000","84.63266","4.11466"
"50.90000","84.79916","4.20665"
"51.00000","84.96590","4.28765"
"51.10000","85.13239","4.35305"
"51.20000","85.29908","4.42874"
"51.30000","85.46568","4.50252"
"51.40000","85.63250","4.57153"
"51.50000","85.79921","4.62592"
"51.60000","85.96593","4.69461"
"51.70000","86.13284","4.75576"
"51.80000","86.29928","4.81498"
"51.90000","86.46580","4.88426"
"52.00000","86.63241","4.96527"
"52.10000","86.79907","5.02985"
"52.20000","86.96570","5.09440"
"52.30000","87.13257","5.16910"
"52.40000","87.29922","5.27262"
"52.50000","87.46595","5.36106"
"52.60000","87.63262","5.48011"
"52.70000","87.79927","5.55856"
"52.80000","87.96581","5.64748"
"52.82100","88.00090","5.65853"
