Strain : Tensile strain (Extension) gauge length,"100.00000",mm
"8.70000","7.93930","0.01714"
"8.80000","8.10594","0.01973"
"8.90000","8.27269","0.01473"
"9.00000","8.43942","0.02513"
"9.10000","8.60611","0.02632"
"9.20000","8.77289","0.02251"
"9.30000","8.93956","0.03082"
"9.40000","9.10603","0.02149"
"9.50000","9.27251","0.02773"
"9.60000","9.43932","0.02545"
"9.70000","9.60611","0.03031"
"9.80000","9.77275","0.03045"
"9.90000","9.93936","0.03070"
"10.00000","10.10612","0.03432"
"10.10000","10.27286","0.03785"
"10.20000","10.43949","0.03426"
"10.30000","10.60601","0.02533"
"10.40000","10.77263","0.03973"
"10.50000","10.93926","0.03649"
"10.60000","11.10605","0.04478"
"10.70000","11.27278","0.04905"
"10.80000","11.43941","0.04627"
"10.90000","11.60597","0.05090"
"11.00000","11.77273","0.04790"
"11.10000","11.93953","0.05441"
"11.20000","12.10611","0.05668"
"11.30000","12.27291","0.05740"
"11.40000","12.43927","0.05651"
"11.50000","12.60599","0.07135"
"11.60000","12.77267","0.07475"
"11.70000","12.93936","0.06868"
"11.80000","13.10610","0.06990"
"11.90000","13.27284","0.07589"
"12.00000","13.43950","0.08318"
"12.10000","13.60611","0.08363"
"12.20000","13.77266","0.09652"
"12.30000","13.93925","0.09369"
"12.40000","14.10593","0.09493"
"12.50000","14.27268","0.09554"
"12.60000","14.43940","0.10973"
"12.70000","14.60621","0.11034"
"12.80000","14.77303","0.10350"
"12.90000","14.93946","0.11616"
"13.00000","15.10606","0.11358"
"13.10000","15.27268","0.11816"
"13.20000","15.43927","0.12921"
"13.30000","15.60594","0.12042"
"13.40000","15.77271","0.12622"
"13.50000","15.93932","0.13604"
"13.60000","16.10608","0.14064"
"13.70000","16.27281","0.14650"
"13.80000","16.43956","0.14332"
"13.90000","16.60605","0.15842"
"14.00000","16.77256","0.17125"
"14.10000","16.93914","0.14863"
"14.20000","17.10604","0.17571"
"14.30000","17.27278","0.16763"
"14.40000","17.43949","0.18470"
"14.50000","17.60612","0.17562"
"14.60000","17.77288","0.19051"
"14.70000","17.93954","0.19204"
"14.80000","18.10604","0.19539"
"14.90000","18.27252","0.19526"
"15.00000","18.43934","0.21640"
"15.10000","18.60593","0.22045"
"15.20000","18.77272","0.22045"
"15.30000","18.93943","0.23027"
"15.40000","19.10612","0.23783"
"15.50000","19.27274","0.23887"
"15.60000","19.43938","0.25692"
"15.70000","19.60605","0.25837"
"15.80000","19.77269","0.25868"
"15.90000","19.93933","0.26528"
"16.00000","20.10596","0.27067"
"16.10000","20.27270","0.27032"
"16.20000","20.43937","0.27054"
"16.30000","20.60608","0.27117"
"16.40000","20.77282","0.28269"
"16.50000","20.93944","0.28607"
"16.60000","21.10611","0.29815"
"16.70000","21.27263","0.30761"
"16.80000","21.43927","0.31091"
"16.90000","21.60597","0.32634"
"17.00000","21.77265","0.33734"
"17.10000","21.93936","0.33796"
"17.20000","22.10602","0.33399"
"17.30000","22.27300","0.34499"
"17.40000","22.43957","0.34787"
"17.50000","22.60604","0.35179"
"17.60000","22.77264","0.36207"
"17.70000","22.93925","0.37587"
"17.80000","23.10599","0.36854"
"17.90000","23.27270","0.40188"
"18.00000","23.43932","0.39035"
"18.10000","23.60602","0.39111"
"18.20000","23.77274","0.40641"
"18.30000","23.93946","0.40466"
"18.40000","24.10611","0.41529"
"18.50000","24.27262","0.42389"
"18.60000","24.43920","0.42038"
"18.70000","24.60580","0.43598"
"18.80000","24.77279","0.43655"
"18.90000","24.93950","0.44489"
"19.00000","25.10615","0.45690"
"19.10000","25.27283","0.47319"
"19.20000","25.43952","0.48309"
"19.30000","25.60612","0.48557"
"19.40000","25.77263","0.49289"
"19.50000","25.93917","0.49897"
"19.60000","26.10598","0.51506"
"19.70000","26.27268","0.52703"
"19.80000","26.43937","0.52425"
"19.90000","26.60617","0.53545"
"20.00000","26.77287","0.54486"
"20.10000","26.93945","0.56771"
"20.20000","27.10593","0.58142"
"20.30000","27.27263","0.58486"
"20.40000","27.43940","0.59196"
"20.50000","27.60602","0.58309"
"20.60000","27.77270","0.58568"
"20.70000","27.93935","0.59426"
"20.80000","28.10604","0.59395"
"20.90000","28.27279","0.59675"
"21.00000","28.43947","0.59338"
"21.10000","28.60607","0.59842"
"21.20000","28.77262","0.61541"
"21.30000","28.93928","0.62402"
"21.40000","29.10607","0.62234"
"21.50000","29.27268","0.63969"
"21.60000","29.43935","0.64723"
"21.70000","29.60598","0.67566"
"21.80000","29.77279","0.68375"
"21.90000","29.93968","0.68395"
"22.00000","30.10610","0.67691"
"22.10000","30.27264","0.68492"
"22.20000","30.43921","0.70225"
"22.30000","30.60601","0.71515"
"22.40000","30.77273","0.71598"
"22.50000","30.93937","0.72657"
"22.60000","31.10603","0.73224"
"22.70000","31.27273","0.74700"
"22.80000","31.43949","0.75202"
"22.90000","31.60603","0.74733"
"23.00000","31.77270","0.75164"
"23.10000","31.93925","0.75362"
"23.20000","32.10584","0.75766"
"23.30000","32.27259","0.76626"
"23.40000","32.43945","0.77174"
"23.50000","32.60620","0.77941"
"23.60000","32.77291","0.79721"
"23.70000","32.93945","0.80028"
"23.80000","33.10610","0.81667"
"23.90000","33.27269","0.83281"
"24.00000","33.43930","0.83407"
"24.10000","33.60587","0.82985"
"24.20000","33.77269","0.83816"
"24.30000","33.93936","0.83948"
"24.40000","34.10608","0.86279"
"24.50000","34.27295","0.85913"
"24.60000","34.43952","0.85995"
"24.70000","34.60598","0.87278"
"24.80000","34.77248","0.88850"
"24.90000","34.93924","0.90333"
"25.00000","35.10605","0.90665"
"25.10000","35.27285","0.90107"
"25.20000","35.43934","0.90647"
"25.30000","35.60610","0.91301"
"25.40000","35.77281","0.90478"
"25.50000","35.93953","0.90459"
"25.60000","36.10610","0.91100"
"25.70000","36.27256","0.92931"
"25.80000","36.43930","0.94290"
"25.90000","36.60598","0.97034"
"26.00000","36.77275","0.97195"
"26.10000","36.93939","0.97609"
"26.20000","37.10606","0.98453"
"26.30000","37.27273","0.98454"
"26.40000","37.43952","0.98078"
"26.50000","37.60616","0.99656"
"26.60000","37.77271","0.99955"
"26.70000","37.93923","1.01920"
"26.80000","38.10602","1.03534"
"26.90000","38.27270","1.04503"
"27.00000","38.43944","1.04472"
"27.10000","38.60612","1.04628"
"27.20000","38.77274","1.02654"
"27.30000","38.93938","1.03471"
"27.40000","39.10604","1.02132"
"27.50000","39.27264","1.02220"
"27.60000","39.43932","1.03423"
"27.70000","39.60589","1.04403"
"27.80000","39.77263","1.08730"
"27.90000","39.93929","1.09090"
"28.00000","40.10622","1.09687"
"28.10000","40.27308","1.10593"
"28.20000","40.43951","1.11529"
"28.30000","40.60611","1.11265"
"28.40000","40.77271","1.11322"
"28.50000","40.93935","1.11767"
"28.60000","41.10600","1.13644"
"28.70000","41.27266","1.12631"
"28.80000","41.43939","1.14640"
"28.90000","41.60609","1.16387"
"29.00000","41.77285","1.15964"
"29.10000","41.93958","1.15785"
"29.20000","42.10604","1.16546"
"29.30000","42.27260","1.17562"
"29.40000","42.43913","1.16627"
"29.50000","42.60600","1.15290"
"29.60000","42.77283","1.17296"
"29.70000","42.93942","1.17722"
"29.80000","43.10601","1.20005"
"29.90000","43.27287","1.20386"
"30.00000","43.43947","1.20440"
"30.10000","43.60608","1.21137"
"30.20000","43.77265","1.22286"
"30.30000","43.93921","1.21762"
"30.40000","44.10603","1.22733"
"30.50000","44.27277","1.23519"
"30.60000","44.43940","1.23812"
"30.70000","44.60611","1.24349"
"30.80000","44.77276","1.25680"
"30.90000","44.93950","1.26600"
"31.00000","45.10608","1.26828"
"31.10000","45.27274","1.28066"
"31.20000","45.43933","1.27663"
"31.30000","45.60596","1.26879"
"31.40000","45.77270","1.28203"
"31.50000","45.93941","1.28233"
"31.60000","46.10616","1.29185"
"31.70000","46.27278","1.29402"
"31.80000","46.43949","1.32112"
"31.90000","46.60601","1.33025"
"32.00000","46.77271","1.32968"
"32.10000","46.93924","1.33787"
"32.20000","47.10607","1.35130"
"32.30000","47.27271","1.36850"
"32.40000","47.43936","1.38892"
"32.50000","47.60598","1.40091"
"32.60000","47.77294","1.39281"
"32.70000","47.93967","1.39523"
"32.80000","48.10614","1.41560"
"32.90000","48.27265","1.42303"
"33.00000","48.43926","1.41913"
"33.10000","48.60601","1.40866"
"33.20000","48.77271","1.41417"
"33.30000","48.93928","1.41574"
"33.40000","49.10613","1.41912"
"33.50000","49.27287","1.43510"
"33.60000","49.43952","1.44959"
"33.70000","49.60625","1.46335"
"33.80000","49.77266","1.49208"
"33.90000","49.93925","1.51282"
"34.00000","50.10587","1.50841"
"34.10000","50.27277","1.50914"
"34.20000","50.43956","1.52446"
"34.30000","50.60612","1.52948"
"34.40000","50.77285","1.55441"
"34.50000","50.93947","1.56970"
"34.60000","51.10605","1.57257"
"34.70000","51.27267","1.57236"
"34.80000","51.43930","1.58921"
"34.90000","51.60593","1.62314"
"35.00000","51.77277","1.60618"
"35.10000","51.93940","1.60399"
"35.20000","52.10615","1.58996"
"35.30000","52.27284","1.59516"
"35.40000","52.43950","1.60725"
"35.50000","52.60607","1.63233"
"35.60000","52.77264","1.64020"
"35.70000","52.93941","1.64755"
"35.80000","53.10601","1.66491"
"35.90000","53.27264","1.69444"
"36.00000","53.43937","1.68944"
"36.10000","53.60612","1.67847"
"36.20000","53.77283","1.69054"
"36.30000","53.93948","1.70761"
"36.40000","54.10605","1.74215"
"36.50000","54.27267","1.75362"
"36.60000","54.43925","1.76449"
"36.70000","54.60604","1.75828"
"36.80000","54.77275","1.77725"
"36.90000","54.93938","1.77688"
"37.00000","55.10610","1.77911"
"37.10000","55.27273","1.76913"
"37.20000","55.43963","1.76039"
"37.30000","55.60613","1.76006"
"37.40000","55.77272","1.79357"
"37.50000","55.93926","1.81195"
"37.60000","56.10603","1.82584"
"37.70000","56.27280","1.83276"
"37.80000","56.43937","1.83664"
"37.90000","56.60604","1.85765"
"38.00000","56.77285","1.86896"
"38.10000","56.93949","1.86713"
"38.20000","57.10612","1.87462"
"38.30000","57.27274","1.90336"
"38.40000","57.43930","1.93444"
"38.50000","57.60597","1.98180"
"38.60000","57.77266","1.99524"
"38.70000","57.93946","2.00794"
"38.80000","58.10612","1.99046"
"38.90000","58.27307","1.99626"
"39.00000","58.43948","1.98844"
"39.10000","58.60608","1.98348"
"39.20000","58.77266","1.97332"
"39.30000","58.93921","1.98068"
"39.40000","59.10590","2.02001"
"39.50000","59.27271","2.06353"
"39.60000","59.43954","2.09142"
"39.70000","59.60613","2.09894"
"39.80000","59.77283","2.09022"
"39.90000","59.93950","2.12215"
"40.00000","60.10613","2.13186"
"40.10000","60.27262","2.14365"
"40.20000","60.43927","2.16865"
"40.30000","60.60605","2.19776"
"40.40000","60.77274","2.25885"
"40.50000","60.93939","2.32008"
"40.60000","61.10614","2.35333"
"40.70000","61.27284","2.37726"
"40.80000","61.43954","2.39120"
"40.90000","61.60607","2.38248"
"41.00000","61.77262","2.38966"
"41.10000","61.93923","2.40243"
"41.20000","62.10601","2.40237"
"41.30000","62.27270","2.40780"
"41.40000","62.43941","2.41447"
"41.50000","62.60614","2.45812"
"41.60000","62.77277","2.50392"
"41.70000","62.93950","2.54540"
"41.80000","63.10614","2.57425"
"41.90000","63.27271","2.58671"
"42.00000","63.43938","2.62271"
"42.10000","63.60599","2.63130"
"42.20000","63.77280","2.64107"
"42.30000","63.93927","2.63665"
"42.40000","64.10612","2.68464"
"42.50000","64.27282","2.77043"
"42.60000","64.43951","2.82925"
"42.70000","64.60604","2.92243"
"42.80000","64.77265","2.98838"
"42.90000","64.93932","3.02929"
"43.00000","65.10605","3.05093"
"43.10000","65.27271","3.08691"
"43.20000","65.43930","3.11825"
"43.30000","65.60606","3.14259"
"43.40000","65.77308","3.17339"
"43.50000","65.93950","3.18470"
"43.60000","66.10606","3.21679"
"43.70000","66.27271","3.28282"
"43.80000","66.43921","3.35647"
"43.90000","66.60598","3.42369"
"44.00000","66.77277","3.49842"
"44.10000","66.93936","3.58102"
"44.20000","67.10615","3.64299"
"44.30000","67.27280","3.68874"
"44.40000","67.43954","3.75408"
"44.50000","67.60605","3.82401"
"44.60000","67.77265","3.88985"
"44.70000","67.93925","3.92372"
"44.80000","68.10593","3.96438"
"44.90000","68.27285","4.02706"
"45.00000","68.43945","4.11112"
"45.10000","68.60608","4.20237"
"45.20000","68.77283","4.29818"
"45.30000","68.93947","4.40508"
"45.40000","69.10605","4.50231"
"45.50000","69.27264","4.59876"
"45.60000","69.43921","4.68155"
"45.70000","69.60590","4.75463"
"45.80000","69.77267","4.79340"
"45.90000","69.93935","4.85535"
"46.00000","70.10619","4.93555"
"46.10000","70.27282","4.98075"
"46.20000","70.43948","5.03554"
"46.30000","70.60594","5.08248"
"46.40000","70.77271","5.15537"
"46.50000","70.93938","5.21303"
"46.60000","71.10600","5.29067"
"46.70000","71.27271","5.38684"
"46.80000","71.43935","5.48871"
"46.90000","71.60616","5.59568"
"47.00000","71.77283","5.68648"
"47.10000","71.93942","5.76956"
"47.20000","72.10614","5.82708"
"47.30000","72.27259","5.88835"
"47.40000","72.43931","5.95787"
"47.50000","72.60609","6.04965"
"47.60000","72.77272","6.12346"
"47.70000","72.93935","6.18585"
"47.80000","73.10596","6.26467"
"47.90000","73.27284","6.35839"
"48.00000","73.43958","6.44907"
"48.10000","73.60608","6.54764"
"48.20000","73.77265","6.66933"
"48.30000","73.93919","6.79493"
"48.40000","74.10594","6.90214"
"48.50000","74.27268","7.02237"
"48.60000","74.43940","7.13458"
"48.70000","74.60610","7.25165"
"48.80000","74.77291","7.33513"
"48.90000","74.93950","7.41009"
"48.93700","75.00117","7.43627"
