Strain : Compressive strain (Extension) gauge length,"100.00000",mm
"16.42100","20.50051","3.94717"
"16.42200","20.50176","3.94754"
"16.42300","20.50301","3.94771"
"16.42400","20.50426","3.94790"
"16.42500","20.50552","3.94823"
"16.42600","20.50677","3.94875"
"16.42700","20.50802","3.94957"
"16.42800","20.50928","3.95074"
"16.42900","20.51053","3.95218"
"16.43000","20.51178","3.95363"
"16.43100","20.51303","3.95485"
"16.43200","20.51429","3.95571"
"16.43300","20.51554","3.95615"
"16.43400","20.51680","3.95621"
"16.43500","20.51805","3.95599"
"16.43600","20.51931","3.95567"
"16.43700","20.52056","3.95539"
"16.43800","20.52182","3.95524"
"16.43900","20.52307","3.95529"
"16.44000","20.52433","3.95559"
"16.44100","20.52558","3.95613"
"16.44200","20.52684","3.95678"
"16.44300","20.52809","3.95737"
"16.44400","20.52935","3.95777"
"16.44500","20.53060","3.95789"
"16.44600","20.53185","3.95766"
"16.44700","20.53311","3.95703"
"16.44800","20.53436","3.95612"
"16.44900","20.53561","3.95517"
"16.45000","20.53687","3.95442"
"16.45100","20.53812","3.95400"
"16.45200","20.53937","3.95396"
"16.45300","20.54062","3.95431"
"16.45400","20.54187","3.95493"
"16.45500","20.54313","3.95559"
"16.45600","20.54438","3.95611"
"16.45700","20.54563","3.95648"
"16.45800","20.54688","3.95667"
"16.45900","20.54813","3.95662"
"16.46000","20.54938","3.95636"
"16.46100","20.55063","3.95613"
"16.46200","20.55188","3.95620"
"16.46300","20.55313","3.95664"
"16.46400","20.55439","3.95735"
"16.46500","20.55564","3.95825"
"16.46600","20.55689","3.95932"
"16.46700","20.55814","3.96049"
"16.46800","20.55939","3.96154"
"16.46900","20.56064","3.96232"
"16.47000","20.56189","3.96278"
"16.47100","20.56314","3.96295"
"16.47200","20.56439","3.96293"
"16.47300","20.56564","3.96286"
"16.47400","20.56689","3.96292"
"16.47500","20.56814","3.96327"
"16.47600","20.56939","3.96394"
"16.47700","20.57064","3.96492"
"16.47800","20.57189","3.96616"
"16.47900","20.57313","3.96752"
"16.48000","20.57438","3.96876"
"16.48100","20.57563","3.96972"
"16.48200","20.57687","3.97041"
"16.48300","20.57812","3.97091"
"16.48400","20.57937","3.97121"
"16.48500","20.58061","3.97138"
"16.48600","20.58185","3.97164"
"16.48700","20.58310","3.97223"
"16.48800","20.58434","3.97321"
"16.48900","20.58559","3.97449"
"16.49000","20.58683","3.97599"
"16.49100","20.58808","3.97761"
"16.49200","20.58932","3.97909"
"16.49300","20.59056","3.98021"
"16.49400","20.59180","3.98089"
"16.49500","20.59305","3.98120"
"16.49600","20.59429","3.98118"
"16.49700","20.59553","3.98086"
"16.49800","20.59678","3.98042"
"16.49900","20.59802","3.98009"
"16.50000","20.59926","3.98001"
"16.50100","20.60051","3.98019"
"16.50200","20.60175","3.98061"
"16.50300","20.60299","3.98116"
"16.50400","20.60423","3.98163"
"16.50500","20.60547","3.98180"
"16.50600","20.60672","3.98154"
"16.50700","20.60796","3.98092"
"16.50800","20.60920","3.98009"
"16.50900","20.61045","3.97922"
"16.51000","20.61169","3.97853"
"16.51100","20.61293","3.97822"
"16.51200","20.61418","3.97840"
"16.51300","20.61542","3.97900"
"16.51400","20.61666","3.97992"
"16.51500","20.61791","3.98101"
"16.51600","20.61915","3.98211"
"16.51700","20.62040","3.98298"
"16.51800","20.62164","3.98348"
"16.51900","20.62289","3.98362"
"16.52000","20.62413","3.98347"
"16.52100","20.62538","3.98312"
"16.52200","20.62663","3.98270"
"16.52300","20.62788","3.98236"
"16.52400","20.62913","3.98221"
"16.52500","20.63037","3.98227"
"16.52600","20.63162","3.98250"
"16.52700","20.63287","3.98278"
"16.52800","20.63412","3.98292"
"16.52900","20.63537","3.98270"
"16.53000","20.63662","3.98199"
"16.53100","20.63787","3.98080"
"16.53200","20.63913","3.97926"
"16.53300","20.64038","3.97761"
"16.53400","20.64163","3.97605"
"16.53500","20.64289","3.97476"
"16.53600","20.64414","3.97382"
"16.53700","20.64539","3.97333"
"16.53800","20.64665","3.97327"
"16.53900","20.64790","3.97350"
"16.54000","20.64916","3.97390"
"16.54100","20.65041","3.97440"
"16.54200","20.65167","3.97493"
"16.54300","20.65293","3.97541"
"16.54400","20.65418","3.97586"
"16.54500","20.65544","3.97645"
"16.54600","20.65669","3.97733"
"16.54700","20.65795","3.97859"
"16.54800","20.65921","3.98025"
"16.54900","20.66046","3.98235"
"16.55000","20.66172","3.98481"
"16.55100","20.66298","3.98747"
"16.55200","20.66423","3.99020"
"16.55300","20.66549","3.99283"
"16.55400","20.66674","3.99523"
"16.55500","20.66800","3.99724"
"16.55600","20.66925","3.99878"
"16.55700","20.67051","3.99991"
"16.55800","20.67177","4.00074"
"16.55900","20.67302","4.00146"
"16.56000","20.67428","4.00226"
"16.56100","20.67553","4.00319"
"16.56200","20.67679","4.00417"
"16.56300","20.67804","4.00510"
"16.56400","20.67930","4.00586"
"16.56500","20.68056","4.00635"
"16.56600","20.68181","4.00646"
"16.56700","20.68307","4.00610"
"16.56800","20.68432","4.00532"
"16.56900","20.68558","4.00431"
"16.57000","20.68683","4.00326"
"16.57100","20.68809","4.00234"
"16.57200","20.68935","4.00172"
"16.57300","20.69060","4.00149"
"16.57400","20.69186","4.00162"
"16.57500","20.69311","4.00194"
"16.57600","20.69437","4.00235"
"16.57700","20.69562","4.00273"
"16.57800","20.69688","4.00299"
"16.57900","20.69813","4.00301"
"16.58000","20.69939","4.00274"
"16.58100","20.70064","4.00228"
"16.58200","20.70189","4.00180"
"16.58300","20.70315","4.00148"
"16.58400","20.70440","4.00145"
"16.58500","20.70566","4.00187"
"16.58600","20.70691","4.00280"
"16.58700","20.70816","4.00410"
"16.58800","20.70941","4.00553"
"16.58900","20.71067","4.00691"
"16.59000","20.71192","4.00813"
"16.59100","20.71317","4.00907"
"16.59200","20.71442","4.00957"
"16.59300","20.71567","4.00967"
"16.59400","20.71693","4.00964"
"16.59500","20.71818","4.00973"
"16.59600","20.71943","4.01000"
"16.59700","20.72068","4.01049"
"16.59800","20.72194","4.01126"
"16.59900","20.72319","4.01235"
"16.60000","20.72444","4.01359"
"16.60100","20.72569","4.01472"
"16.60200","20.72695","4.01565"
"16.60300","20.72820","4.01638"
"16.60400","20.72945","4.01687"
"16.60500","20.73071","4.01708"
"16.60600","20.73196","4.01712"
"16.60700","20.73321","4.01717"
"16.60800","20.73446","4.01735"
"16.60900","20.73572","4.01769"
"16.61000","20.73697","4.01824"
"16.61100","20.73822","4.01902"
"16.61200","20.73948","4.01985"
"16.61300","20.74073","4.02048"
"16.61400","20.74198","4.02078"
"16.61500","20.74323","4.02073"
"16.61600","20.74448","4.02035"
"16.61700","20.74573","4.01966"
"16.61800","20.74698","4.01879"
"16.61900","20.74823","4.01797"
"16.62000","20.74948","4.01736"
"16.62100","20.75073","4.01708"
"16.62200","20.75198","4.01719"
"16.62300","20.75323","4.01771"
"16.62400","20.75448","4.01841"
"16.62500","20.75573","4.01896"
"16.62600","20.75698","4.01917"
"16.62700","20.75823","4.01913"
"16.62800","20.75948","4.01900"
"16.62900","20.76073","4.01880"
"16.63000","20.76198","4.01858"
"16.63100","20.76323","4.01849"
"16.63200","20.76447","4.01866"
"16.63300","20.76572","4.01913"
"16.63400","20.76697","4.01987"
"16.63500","20.76822","4.02089"
"16.63600","20.76947","4.02218"
"16.63700","20.77071","4.02353"
"16.63800","20.77196","4.02468"
"16.63900","20.77320","4.02547"
"16.64000","20.77445","4.02585"
"16.64100","20.77569","4.02597"
"16.64200","20.77694","4.02607"
"16.64300","20.77818","4.02623"
"16.64400","20.77942","4.02640"
"16.64500","20.78067","4.02660"
"16.64600","20.78191","4.02700"
"16.64700","20.78315","4.02774"
"16.64800","20.78440","4.02874"
"16.64900","20.78563","4.02978"
"16.65000","20.78688","4.03068"
"16.65100","20.78812","4.03134"
"16.65200","20.78936","4.03172"
"16.65300","20.79060","4.03187"
"16.65400","20.79184","4.03202"
"16.65500","20.79308","4.03230"
"16.65600","20.79433","4.03270"
"16.65700","20.79557","4.03329"
"16.65800","20.79681","4.03422"
"16.65900","20.79805","4.03551"
"16.66000","20.79930","4.03689"
"16.66100","20.80054","4.03806"
"16.66200","20.80179","4.03890"
"16.66300","20.80303","4.03940"
"16.66400","20.80428","4.03951"
"16.66500","20.80552","4.03922"
"16.66600","20.80677","4.03866"
"16.66700","20.80802","4.03801"
"16.66800","20.80926","4.03734"
"16.66900","20.81051","4.03671"
"16.67000","20.81176","4.03630"
"16.67100","20.81301","4.03630"
"16.67200","20.81426","4.03661"
"16.67300","20.81551","4.03688"
"16.67400","20.81676","4.03691"
"16.67500","20.81801","4.03671"
"16.67600","20.81926","4.03630"
"16.67700","20.82051","4.03555"
"16.67800","20.82176","4.03442"
"16.67900","20.82301","4.03328"
"16.68000","20.82426","4.03266"
"16.68100","20.82551","4.03269"
"16.68200","20.82677","4.03305"
"16.68300","20.82802","4.03361"
"16.68400","20.82927","4.03451"
"16.68500","20.83052","4.03581"
"16.68600","20.83178","4.03725"
"16.68700","20.83303","4.03853"
"16.68800","20.83428","4.03957"
"16.68900","20.83554","4.04044"
"16.69000","20.83679","4.04128"
"16.69100","20.83805","4.04221"
"16.69200","20.83930","4.04319"
"16.69300","20.84055","4.04404"
"16.69400","20.84181","4.04467"
"16.69500","20.84306","4.04525"
"16.69600","20.84432","4.04605"
"16.69700","20.84557","4.04700"
"16.69800","20.84683","4.04771"
"16.69900","20.84808","4.04797"
"16.70000","20.84934","4.04792"
"16.70100","20.85059","4.04763"
"16.70200","20.85185","4.04696"
"16.70300","20.85310","4.04596"
"16.70400","20.85435","4.04493"
"16.70500","20.85561","4.04419"
"16.70600","20.85687","4.04377"
"16.70700","20.85812","4.04352"
"16.70800","20.85938","4.04347"
"16.70900","20.86063","4.04378"
"16.71000","20.86189","4.04429"
"16.71100","20.86314","4.04464"
"16.71200","20.86440","4.04466"
"16.71300","20.86565","4.04446"
"16.71400","20.86691","4.04418"
"16.71500","20.86816","4.04387"
"16.71600","20.86942","4.04367"
"16.71700","20.87067","4.04379"
"16.71800","20.87193","4.04439"
"16.71900","20.87318","4.04548"
"16.72000","20.87444","4.04693"
"16.72100","20.87569","4.04864"
"16.72200","20.87695","4.05065"
"16.72300","20.87820","4.05296"
"16.72400","20.87946","4.05495"
"16.72500","20.88071","4.05585"
"16.72600","20.88197","4.05573"
"16.72700","20.88322","4.05540"
"16.72800","20.88448","4.05541"
"16.72900","20.88573","4.05566"
"16.73000","20.88699","4.05595"
"16.73100","20.88824","4.05653"
"16.73200","20.88950","4.05771"
"16.73300","20.89075","4.05927"
"16.73400","20.89201","4.06067"
"16.73500","20.89326","4.06177"
"16.73600","20.89452","4.06264"
"16.73700","20.89577","4.06321"
"16.73800","20.89702","4.06339"
"16.73900","20.89828","4.06342"
"16.74000","20.89953","4.06367"
"16.74100","20.90078","4.06420"
"16.74200","20.90204","4.06501"
"16.74300","20.90329","4.06615"
"16.74400","20.90454","4.06764"
"16.74500","20.90579","4.06924"
"16.74600","20.90704","4.07063"
"16.74700","20.90830","4.07167"
"16.74800","20.90955","4.07249"
"16.74900","20.91080","4.07305"
"16.75000","20.91205","4.07319"
"16.75100","20.91330","4.07292"
"16.75200","20.91455","4.07245"
"16.75300","20.91580","4.07190"
"16.75400","20.91706","4.07140"
"16.75500","20.91831","4.07125"
"16.75600","20.91956","4.07187"
"16.75700","20.92080","4.07401"
"16.75800","20.92206","4.07884"
"16.75900","20.92331","4.08632"
"16.76000","20.92455","4.09367"
"16.76100","20.92580","4.09720"
"16.76200","20.92705","4.09542"
"16.76300","20.92830","4.09025"
"16.76400","20.92954","4.08534"
"16.76500","20.93079","4.08285"
"16.76600","20.93204","4.08216"
"16.76700","20.93328","4.08165"
"16.76800","20.93453","4.08074"
"16.76900","20.93578","4.07993"
"16.77000","20.93703","4.07984"
"16.77100","20.93828","4.08050"
"16.77200","20.93952","4.08111"
"16.77300","20.94077","4.08090"
"16.77400","20.94202","4.08001"
"16.77500","20.94327","4.07908"
"16.77600","20.94452","4.07832"
"16.77700","20.94577","4.07756"
"16.77800","20.94702","4.07666"
"16.77900","20.94827","4.07573"
"16.78000","20.94952","4.07506"
"16.78100","20.95077","4.07474"
"16.78200","20.95203","4.07455"
"16.78300","20.95328","4.07423"
"16.78400","20.95453","4.07374"
"16.78500","20.95578","4.07319"
"16.78600","20.95703","4.07265"
"16.78700","20.95828","4.07213"
"16.78800","20.95953","4.07151"
"16.78900","20.96078","4.07070"
"16.79000","20.96203","4.07002"
"16.79100","20.96328","4.07014"
"16.79200","20.96453","4.07126"
"16.79300","20.96578","4.07296"
"16.79400","20.96703","4.07477"
"16.79500","20.96828","4.07640"
"16.79600","20.96953","4.07777"
"16.79700","20.97078","4.07890"
"16.79800","20.97203","4.07982"
"16.79900","20.97328","4.08066"
"16.80000","20.97453","4.08153"
"16.80100","20.97578","4.08245"
"16.80200","20.97703","4.08333"
"16.80300","20.97828","4.08421"
"16.80400","20.97953","4.08513"
"16.80500","20.98078","4.08609"
"16.80600","20.98203","4.08698"
"16.80700","20.98327","4.08773"
"16.80800","20.98452","4.08823"
"16.80900","20.98577","4.08829"
"16.81000","20.98702","4.08791"
"16.81100","20.98827","4.08721"
"16.81200","20.98951","4.08631"
"16.81300","20.99076","4.08530"
"16.81400","20.99200","4.08422"
"16.81500","20.99325","4.08311"
"16.81600","20.99450","4.08213"
"16.81700","20.99574","4.08152"
"16.81800","20.99699","4.08140"
"16.81900","20.99823","4.08163"
"16.82000","20.99947","4.08185"
"16.82100","21.00072","4.08173"
"16.82200","21.00196","4.08128"
"16.82300","21.00321","4.08084"
"16.82400","21.00445","4.08075"
"16.82500","21.00570","4.08118"
"16.82600","21.00694","4.08220"
"16.82700","21.00819","4.08369"
"16.82800","21.00943","4.08545"
"16.82900","21.01068","4.08744"
"16.83000","21.01193","4.08978"
"16.83100","21.01317","4.09244"
"16.83200","21.01442","4.09515"
"16.83300","21.01567","4.09756"
"16.83400","21.01692","4.09947"
"16.83500","21.01816","4.10093"
"16.83600","21.01941","4.10211"
"16.83700","21.02066","4.10331"
"16.83800","21.02191","4.10470"
"16.83900","21.02316","4.10625"
"16.84000","21.02441","4.10772"
"16.84100","21.02566","4.10901"
"16.84200","21.02691","4.11018"
"16.84300","21.02816","4.11124"
"16.84400","21.02940","4.11203"
"16.84500","21.03065","4.11241"
"16.84600","21.03190","4.11239"
"16.84700","21.03315","4.11204"
"16.84800","21.03440","4.11144"
"16.84900","21.03565","4.11077"
"16.85000","21.03690","4.11028"
"16.85100","21.03815","4.11009"
"16.85200","21.03940","4.11019"
"16.85300","21.04065","4.11045"
"16.85400","21.04190","4.11077"
"16.85500","21.04315","4.11116"
"16.85600","21.04440","4.11176"
"16.85700","21.04565","4.11265"
"16.85800","21.04691","4.11371"
"16.85900","21.04816","4.11466"
"16.86000","21.04941","4.11529"
"16.86100","21.05066","4.11566"
"16.86200","21.05192","4.11607"
"16.86300","21.05317","4.11670"
"16.86400","21.05442","4.11749"
"16.86500","21.05568","4.11830"
"16.86600","21.05693","4.11900"
"16.86700","21.05819","4.11941"
"16.86800","21.05945","4.11935"
"16.86900","21.06070","4.11881"
"16.87000","21.06196","4.11787"
"16.87100","21.06321","4.11655"
"16.87200","21.06447","4.11491"
"16.87300","21.06573","4.11306"
"16.87400","21.06698","4.11124"
"16.87500","21.06824","4.10975"
"16.87600","21.06949","4.10876"
"16.87700","21.07075","4.10820"
"16.87800","21.07201","4.10797"
"16.87900","21.07326","4.10796"
"16.88000","21.07451","4.10805"
"16.88100","21.07577","4.10815"
"16.88200","21.07702","4.10831"
"16.88300","21.07828","4.10860"
"16.88400","21.07953","4.10908"
"16.88500","21.08078","4.10976"
"16.88600","21.08204","4.11059"
"16.88700","21.08329","4.11156"
"16.88800","21.08454","4.11295"
"16.88900","21.08579","4.11503"
"16.89000","21.08705","4.11765"
"16.89100","21.08830","4.12033"
"16.89200","21.08955","4.12270"
"16.89300","21.09080","4.12465"
"16.89400","21.09205","4.12616"
"16.89500","21.09330","4.12719"
"16.89600","21.09455","4.12774"
"16.89700","21.09580","4.12798"
"16.89800","21.09706","4.12810"
"16.89900","21.09831","4.12819"
"16.90000","21.09956","4.12824"
"16.90100","21.10081","4.12827"
"16.90200","21.10206","4.12831"
"16.90300","21.10331","4.12835"
"16.90400","21.10456","4.12833"
"16.90500","21.10581","4.12807"
"16.90600","21.10706","4.12740"
"16.90700","21.10830","4.12635"
"16.90800","21.10955","4.12515"
"16.90900","21.11081","4.12402"
"16.91000","21.11205","4.12313"
"16.91100","21.11330","4.12258"
"16.91200","21.11455","4.12247"
"16.91300","21.11580","4.12286"
"16.91400","21.11705","4.12368"
"16.91500","21.11829","4.12478"
"16.91600","21.11954","4.12595"
"16.91700","21.12079","4.12696"
"16.91800","21.12204","4.12765"
"16.91900","21.12328","4.12808"
"16.92000","21.12453","4.12843"
"16.92100","21.12577","4.12872"
"16.92200","21.12702","4.12888"
"16.92300","21.12827","4.12891"
"16.92400","21.12951","4.12893"
"16.92500","21.13076","4.12905"
"16.92600","21.13200","4.12926"
"16.92700","21.13325","4.12972"
"16.92800","21.13449","4.13058"
"16.92900","21.13573","4.13150"
"16.93000","21.13698","4.13183"
"16.93100","21.13822","4.13131"
"16.93200","21.13947","4.13027"
"16.93300","21.14071","4.12913"
"16.93400","21.14195","4.12806"
"16.93500","21.14320","4.12713"
"16.93600","21.14444","4.12654"
"16.93700","21.14568","4.12642"
"16.93800","21.14693","4.12668"
"16.93900","21.14817","4.12714"
"16.94000","21.14942","4.12775"
"16.94100","21.15066","4.12849"
"16.94200","21.15190","4.12929"
"16.94300","21.15315","4.13009"
"16.94400","21.15439","4.13086"
"16.94500","21.15564","4.13161"
"16.94600","21.15688","4.13234"
"16.94700","21.15813","4.13325"
"16.94800","21.15937","4.13453"
"16.94900","21.16062","4.13620"
"16.95000","21.16186","4.13807"
"16.95100","21.16311","4.13992"
"16.95200","21.16435","4.14159"
"16.95300","21.16560","4.14286"
"16.95400","21.16684","4.14362"
"16.95500","21.16809","4.14385"
"16.95600","21.16933","4.14357"
"16.95700","21.17058","4.14293"
"16.95800","21.17182","4.14229"
"16.95900","21.17307","4.14212"
"16.96000","21.17431","4.14271"
"16.96100","21.17556","4.14393"
"16.96200","21.17681","4.14536"
"16.96300","21.17805","4.14678"
"16.96400","21.17930","4.14822"
"16.96500","21.18055","4.14964"
"16.96600","21.18179","4.15082"
"16.96700","21.18304","4.15162"
"16.96800","21.18429","4.15211"
"16.96900","21.18554","4.15259"
"16.97000","21.18679","4.15329"
"16.97100","21.18804","4.15429"
"16.97200","21.18929","4.15561"
"16.97300","21.19054","4.15724"
"16.97400","21.19180","4.15905"
"16.97500","21.19305","4.16090"
"16.97600","21.19430","4.16278"
"16.97700","21.19555","4.16469"
"16.97800","21.19680","4.16641"
"16.97900","21.19806","4.16768"
"16.98000","21.19931","4.16842"
"16.98100","21.20056","4.16879"
"16.98200","21.20181","4.16897"
"16.98300","21.20307","4.16910"
"16.98400","21.20432","4.16929"
"16.98500","21.20557","4.16966"
"16.98600","21.20682","4.17023"
"16.98700","21.20807","4.17085"
"16.98800","21.20933","4.17128"
"16.98900","21.21058","4.17132"
"16.99000","21.21183","4.17082"
"16.99100","21.21308","4.16999"
"16.99200","21.21433","4.16933"
"16.99300","21.21559","4.16900"
"16.99400","21.21684","4.16871"
"16.99500","21.21809","4.16820"
"16.99600","21.21934","4.16767"
"16.99700","21.22059","4.16754"
"16.99800","21.22185","4.16794"
"16.99900","21.22310","4.16865"
"17.00000","21.22435","4.16942"
"17.00100","21.22561","4.17006"
"17.00200","21.22686","4.17032"
"17.00300","21.22812","4.16990"
"17.00400","21.22937","4.16886"
"17.00500","21.23062","4.16761"
"17.00600","21.23187","4.16649"
"17.00700","21.23313","4.16549"
"17.00800","21.23438","4.16444"
"17.00900","21.23564","4.16332"
"17.01000","21.23689","4.16227"
"17.01100","21.23814","4.16136"
"17.01200","21.23940","4.16052"
"17.01300","21.24065","4.15961"
"17.01400","21.24190","4.15845"
"17.01500","21.24315","4.15692"
"17.01600","21.24440","4.15495"
"17.01700","21.24566","4.15267"
"17.01800","21.24691","4.15041"
"17.01900","21.24816","4.14850"
"17.02000","21.24941","4.14709"
"17.02100","21.25066","4.14624"
"17.02200","21.25191","4.14601"
"17.02300","21.25316","4.14639"
"17.02400","21.25441","4.14721"
"17.02500","21.25566","4.14826"
"17.02600","21.25692","4.14936"
"17.02700","21.25817","4.15040"
"17.02800","21.25942","4.15126"
"17.02900","21.26067","4.15193"
"17.03000","21.26193","4.15252"
"17.03100","21.26318","4.15324"
"17.03200","21.26443","4.15425"
"17.03300","21.26569","4.15569"
"17.03400","21.26694","4.15762"
"17.03500","21.26819","4.15986"
"17.03600","21.26945","4.16198"
"17.03700","21.27071","4.16364"
"17.03800","21.27196","4.16484"
"17.03900","21.27321","4.16555"
"17.04000","21.27447","4.16572"
"17.04100","21.27572","4.16549"
"17.04200","21.27698","4.16518"
"17.04300","21.27823","4.16492"
"17.04400","21.27948","4.16460"
"17.04500","21.28074","4.16422"
"17.04600","21.28199","4.16402"
"17.04700","21.28324","4.16422"
"17.04800","21.28449","4.16475"
"17.04900","21.28574","4.16535"
"17.05000","21.28700","4.16596"
"17.05100","21.28825","4.16656"
"17.05200","21.28949","4.16699"
"17.05300","21.29074","4.16719"
"17.05400","21.29199","4.16734"
"17.05500","21.29324","4.16762"
"17.05600","21.29449","4.16807"
"17.05700","21.29573","4.16889"
"17.05800","21.29698","4.17052"
"17.05900","21.29823","4.17314"
"17.06000","21.29947","4.17621"
"17.06100","21.30072","4.17908"
"17.06200","21.30196","4.18154"
"17.06300","21.30321","4.18375"
"17.06400","21.30445","4.18565"
"17.06500","21.30570","4.18700"
"17.06600","21.30694","4.18784"
"17.06700","21.30819","4.18860"
"17.06800","21.30943","4.18954"
"17.06900","21.31068","4.19057"
"17.07000","21.31192","4.19159"
"17.07100","21.31316","4.19269"
"17.07200","21.31441","4.19377"
"17.07300","21.31565","4.19456"
"17.07400","21.31690","4.19490"
"17.07500","21.31814","4.19478"
"17.07600","21.31938","4.19427"
"17.07700","21.32063","4.19361"
"17.07800","21.32187","4.19314"
"17.07900","21.32311","4.19304"
"17.08000","21.32436","4.19322"
"17.08100","21.32560","4.19352"
"17.08200","21.32684","4.19401"
"17.08300","21.32809","4.19490"
"17.08400","21.32933","4.19618"
"17.08500","21.33057","4.19760"
"17.08600","21.33182","4.19891"
"17.08700","21.33306","4.20006"
"17.08800","21.33430","4.20100"
"17.08900","21.33555","4.20168"
"17.09000","21.33679","4.20225"
"17.09100","21.33804","4.20294"
"17.09200","21.33928","4.20391"
"17.09300","21.34053","4.20520"
"17.09400","21.34177","4.20675"
"17.09500","21.34302","4.20841"
"17.09600","21.34427","4.20997"
"17.09700","21.34551","4.21129"
"17.09800","21.34676","4.21219"
"17.09900","21.34801","4.21250"
"17.10000","21.34926","4.21209"
"17.10100","21.35051","4.21109"
"17.10200","21.35176","4.20978"
"17.10300","21.35300","4.20838"
"17.10400","21.35425","4.20686"
"17.10500","21.35550","4.20523"
"17.10600","21.35675","4.20366"
"17.10700","21.35800","4.20224"
"17.10800","21.35925","4.20094"
"17.10900","21.36050","4.19970"
"17.11000","21.36175","4.19862"
"17.11100","21.36300","4.19778"
"17.11200","21.36425","4.19701"
"17.11300","21.36551","4.19605"
"17.11400","21.36676","4.19499"
"17.11500","21.36801","4.19417"
"17.11600","21.36926","4.19390"
"17.11700","21.37051","4.19427"
"17.11800","21.37176","4.19532"
"17.11900","21.37301","4.19702"
"17.12000","21.37427","4.19914"
"17.12100","21.37552","4.20128"
"17.12200","21.37677","4.20325"
"17.12300","21.37802","4.20512"
"17.12400","21.37927","4.20695"
"17.12500","21.38053","4.20858"
"17.12600","21.38178","4.20982"
"17.12700","21.38303","4.21065"
"17.12800","21.38428","4.21121"
"17.12900","21.38554","4.21164"
"17.13000","21.38679","4.21199"
"17.13100","21.38804","4.21227"
"17.13200","21.38930","4.21241"
"17.13300","21.39055","4.21227"
"17.13400","21.39180","4.21173"
"17.13500","21.39306","4.21067"
"17.13600","21.39431","4.20894"
"17.13700","21.39557","4.20655"
"17.13800","21.39682","4.20391"
"17.13900","21.39807","4.20151"
"17.14000","21.39932","4.19941"
"17.14100","21.40058","4.19746"
"17.14200","21.40183","4.19575"
"17.14300","21.40309","4.19460"
"17.14400","21.40434","4.19408"
"17.14500","21.40559","4.19399"
"17.14600","21.40684","4.19420"
"17.14700","21.40809","4.19478"
"17.14800","21.40935","4.19555"
"17.14900","21.41060","4.19616"
"17.15000","21.41185","4.19654"
"17.15100","21.41310","4.19705"
"17.15200","21.41435","4.19798"
"17.15300","21.41560","4.19929"
"17.15400","21.41685","4.20086"
"17.15500","21.41810","4.20277"
"17.15600","21.41935","4.20496"
"17.15700","21.42060","4.20709"
"17.15800","21.42185","4.20892"
"17.15900","21.42310","4.21064"
"17.16000","21.42435","4.21229"
"17.16100","21.42560","4.21350"
"17.16200","21.42685","4.21397"
"17.16300","21.42809","4.21389"
"17.16400","21.42934","4.21370"
"17.16500","21.43060","4.21361"
"17.16600","21.43184","4.21363"
"17.16700","21.43309","4.21385"
"17.16800","21.43435","4.21436"
"17.16900","21.43560","4.21499"
"17.17000","21.43685","4.21546"
"17.17100","21.43810","4.21581"
"17.17200","21.43935","4.21633"
"17.17300","21.44060","4.21710"
"17.17400","21.44185","4.21789"
"17.17500","21.44311","4.21853"
"17.17600","21.44436","4.21912"
"17.17700","21.44561","4.21989"
"17.17800","21.44686","4.22097"
"17.17900","21.44811","4.22232"
"17.18000","21.44937","4.22396"
"17.18100","21.45062","4.22599"
"17.18200","21.45187","4.22832"
"17.18300","21.45312","4.23057"
"17.18400","21.45437","4.23243"
"17.18500","21.45563","4.23384"
"17.18600","21.45688","4.23493"
"17.18700","21.45813","4.23573"
"17.18800","21.45938","4.23629"
"17.18900","21.46063","4.23677"
"17.19000","21.46189","4.23735"
"17.19100","21.46314","4.23805"
"17.19200","21.46439","4.23876"
"17.19300","21.46564","4.23948"
"17.19400","21.46689","4.24024"
"17.19500","21.46814","4.24084"
"17.19600","21.46939","4.24101"
"17.19700","21.47065","4.24069"
"17.19800","21.47190","4.24004"
"17.19900","21.47315","4.23920"
"17.20000","21.47441","4.23830"
"17.20100","21.47566","4.23756"
"17.20200","21.47692","4.23715"
"17.20300","21.47817","4.23721"
"17.20400","21.47943","4.23777"
"17.20500","21.48068","4.23870"
"17.20600","21.48194","4.23974"
"17.20700","21.48319","4.24059"
"17.20800","21.48444","4.24109"
"17.20900","21.48570","4.24132"
"17.21000","21.48695","4.24134"
"17.21100","21.48821","4.24104"
"17.21200","21.48946","4.24043"
"17.21300","21.49071","4.23986"
"17.21400","21.49197","4.23964"
"17.21500","21.49322","4.23973"
"17.21600","21.49447","4.23998"
"17.21700","21.49572","4.24035"
"17.21800","21.49697","4.24085"
"17.21900","21.49822","4.24134"
"17.22000","21.49947","4.24159"
"17.22100","21.50072","4.24147"
"17.22200","21.50197","4.24110"
"17.22300","21.50322","4.24065"
"17.22400","21.50447","4.24021"
"17.22500","21.50571","4.23990"
"17.22600","21.50696","4.23997"
"17.22700","21.50821","4.24048"
"17.22800","21.50946","4.24130"
"17.22900","21.51071","4.24230"
"17.23000","21.51195","4.24360"
"17.23100","21.51320","4.24532"
"17.23200","21.51445","4.24714"
"17.23300","21.51569","4.24854"
"17.23400","21.51694","4.24934"
"17.23500","21.51819","4.24979"
"17.23600","21.51943","4.25020"
"17.23700","21.52068","4.25060"
"17.23800","21.52193","4.25094"
"17.23900","21.52317","4.25135"
"17.24000","21.52442","4.25195"
"17.24100","21.52566","4.25263"
