Strain : Tensile strain (Extension) gauge length,"100.00000",mm
"8.90000","14.79938","0.07562"
"9.00000","14.96596","0.08602"
"9.10000","15.13260","0.08386"
"9.20000","15.29920","0.09557"
"9.30000","15.46581","0.09463"
"9.40000","15.63239","0.09919"
"9.50000","15.79908","0.10135"
"9.60000","15.96574","0.11228"
"9.70000","16.13240","0.11169"
"9.80000","16.29926","0.12175"
"9.90000","16.46599","0.11590"
"10.00000","16.63251","0.12735"
"10.10000","16.79912","0.12787"
"10.20000","16.96575","0.14321"
"10.30000","17.13268","0.13870"
"10.40000","17.29913","0.15075"
"10.50000","17.46581","0.15177"
"10.60000","17.63249","0.15548"
"10.70000","17.79926","0.15950"
"10.80000","17.96602","0.17235"
"10.90000","18.13254","0.16937"
"11.00000","18.29915","0.16839"
"11.10000","18.46581","0.17839"
"11.20000","18.63243","0.18389"
"11.30000","18.79909","0.19107"
"11.40000","18.96583","0.19265"
"11.50000","19.13248","0.20917"
"11.60000","19.29919","0.20954"
"11.70000","19.46586","0.21262"
"11.80000","19.63262","0.22570"
"11.90000","19.79932","0.22862"
"12.00000","19.96583","0.23689"
"12.10000","20.13245","0.23572"
"12.20000","20.29910","0.24975"
"12.30000","20.46576","0.24398"
"12.40000","20.63242","0.25213"
"12.50000","20.79919","0.25344"
"12.60000","20.96602","0.25894"
"12.70000","21.13259","0.27161"
"12.80000","21.29921","0.28190"
"12.90000","21.46579","0.28787"
"13.00000","21.63246","0.28651"
"13.10000","21.79905","0.29594"
"13.20000","21.96571","0.30225"
"13.30000","22.13242","0.30553"
"13.40000","22.29935","0.31074"
"13.50000","22.46600","0.32432"
"13.60000","22.63250","0.32127"
"13.70000","22.79924","0.33780"
"13.80000","22.96579","0.32815"
"13.90000","23.13245","0.33968"
"14.00000","23.29907","0.35290"
"14.10000","23.46572","0.36309"
"14.20000","23.63246","0.37144"
"14.30000","23.79924","0.37477"
"14.40000","23.96593","0.38490"
"14.50000","24.13260","0.39048"
"14.60000","24.29914","0.39229"
"14.70000","24.46575","0.39423"
"14.80000","24.63234","0.40816"
"14.90000","24.79919","0.40862"
"15.00000","24.96590","0.42198"
"15.10000","25.13248","0.42136"
"15.20000","25.29923","0.43297"
"15.30000","25.46600","0.44092"
"15.40000","25.63258","0.46206"
"15.50000","25.79913","0.45925"
"15.60000","25.96580","0.46780"
"15.70000","26.13246","0.47042"
"15.80000","26.29904","0.48465"
"15.90000","26.46573","0.50421"
"16.00000","26.63258","0.50401"
"16.10000","26.79924","0.50465"
"16.20000","26.96599","0.52670"
"16.30000","27.13243","0.52595"
"16.40000","27.29911","0.53439"
"16.50000","27.46583","0.55946"
"16.60000","27.63262","0.56010"
"16.70000","27.79908","0.55717"
"16.80000","27.96577","0.56039"
"16.90000","28.13241","0.56918"
"17.00000","28.29921","0.57630"
"17.10000","28.46599","0.58184"
"17.20000","28.63257","0.57824"
"17.30000","28.79921","0.58087"
"17.40000","28.96578","0.58127"
"17.50000","29.13246","0.59069"
"17.60000","29.29907","0.59812"
"17.70000","29.46570","0.60646"
"17.80000","29.63234","0.61605"
"17.90000","29.79921","0.63117"
"18.00000","29.96614","0.63771"
"18.10000","30.13257","0.65367"
"18.20000","30.29922","0.65796"
"18.30000","30.46576","0.66067"
"18.40000","30.63243","0.66429"
"18.50000","30.79912","0.66973"
"18.60000","30.96573","0.69181"
"18.70000","31.13247","0.69950"
"18.80000","31.29924","0.71042"
"18.90000","31.46597","0.70803"
"19.00000","31.63257","0.72563"
"19.10000","31.79922","0.72604"
"19.20000","31.96575","0.73599"
"19.30000","32.13235","0.74070"
"19.40000","32.29898","0.73626"
"19.50000","32.46587","0.74534"
"19.60000","32.63253","0.74857"
"19.70000","32.79928","0.75188"
"19.80000","32.96594","0.76706"
"19.90000","33.13255","0.77885"
"20.00000","33.29920","0.78864"
"20.10000","33.46578","0.80182"
"20.20000","33.63242","0.80544"
"20.30000","33.79904","0.81509"
"20.40000","33.96572","0.81295"
"20.50000","34.13248","0.81662"
"20.60000","34.29929","0.81451"
"20.70000","34.46605","0.83556"
"20.80000","34.63245","0.83941"
"20.90000","34.79902","0.84887"
"21.00000","34.96573","0.86127"
"21.10000","35.13257","0.87248"
"21.20000","35.29919","0.88651"
"21.30000","35.46571","0.88094"
"21.40000","35.63244","0.89467"
"21.50000","35.79920","0.89010"
"21.60000","35.96595","0.89009"
"21.70000","36.13253","0.89170"
"21.80000","36.29913","0.88534"
"21.90000","36.46581","0.89402"
"22.00000","36.63249","0.91149"
"22.10000","36.79912","0.93961"
"22.20000","36.96577","0.94627"
"22.30000","37.13238","0.95354"
"22.40000","37.29914","0.96232"
"22.50000","37.46592","0.97509"
"22.60000","37.63271","0.96366"
"22.70000","37.79930","0.97580"
"22.80000","37.96572","0.97872"
"22.90000","38.13247","0.97891"
"23.00000","38.29905","1.00370"
"23.10000","38.46576","1.01706"
"23.20000","38.63251","1.02220"
"23.30000","38.79914","1.03314"
"23.40000","38.96596","1.03204"
"23.50000","39.13260","1.02971"
"23.60000","39.29922","1.03416"
"23.70000","39.46586","1.02528"
"23.80000","39.63231","1.02191"
"23.90000","39.79908","1.02642"
"24.00000","39.96563","1.03575"
"24.10000","40.13257","1.06687"
"24.20000","40.29945","1.07433"
"24.30000","40.46594","1.08277"
"24.40000","40.63253","1.09216"
"24.50000","40.79921","1.09441"
"24.60000","40.96582","1.09296"
"24.70000","41.13247","1.09569"
"24.80000","41.29907","1.09908"
"24.90000","41.46581","1.10262"
"25.00000","41.63243","1.11282"
"25.10000","41.79927","1.13540"
"25.20000","41.96606","1.13717"
"25.30000","42.13253","1.14016"
"25.40000","42.29913","1.14111"
"25.50000","42.46568","1.14140"
"25.60000","42.63240","1.14087"
"25.70000","42.79924","1.13515"
"25.80000","42.96577","1.13801"
"25.90000","43.13247","1.14332"
"26.00000","43.29920","1.17373"
"26.10000","43.46592","1.18860"
"26.20000","43.63255","1.19783"
"26.30000","43.79916","1.19374"
"26.40000","43.96578","1.19344"
"26.50000","44.13251","1.20449"
"26.60000","44.29914","1.19963"
"26.70000","44.46577","1.21079"
"26.80000","44.63241","1.21880"
"26.90000","44.79920","1.22230"
"27.00000","44.96587","1.23760"
"27.10000","45.13261","1.24752"
"27.20000","45.29927","1.25619"
"27.30000","45.46579","1.26257"
"27.40000","45.63243","1.26783"
"27.50000","45.79910","1.26557"
"27.60000","45.96576","1.26966"
"27.70000","46.13251","1.28456"
"27.80000","46.29919","1.28077"
"27.90000","46.46595","1.28756"
"28.00000","46.63257","1.30057"
"28.10000","46.79921","1.31740"
"28.20000","46.96581","1.33318"
"28.30000","47.13250","1.32916"
"28.40000","47.29910","1.33371"
"28.50000","47.46564","1.33854"
"28.60000","47.63241","1.36163"
"28.70000","47.79937","1.36749"
"28.80000","47.96608","1.37762"
"28.90000","48.13255","1.37815"
"29.00000","48.29916","1.38488"
"29.10000","48.46576","1.41277"
"29.20000","48.63250","1.40437"
"29.30000","48.79908","1.38696"
"29.40000","48.96565","1.39502"
"29.50000","49.13241","1.40144"
"29.60000","49.29926","1.39539"
"29.70000","49.46604","1.41380"
"29.80000","49.63261","1.42185"
"29.90000","49.79931","1.42718"
"30.00000","49.96578","1.45526"
"30.10000","50.13238","1.48375"
"30.20000","50.29910","1.47894"
"30.30000","50.46580","1.48317"
"30.40000","50.63251","1.49305"
"30.50000","50.79922","1.50105"
"30.60000","50.96595","1.52004"
"30.70000","51.13259","1.53813"
"30.80000","51.29915","1.54408"
"30.90000","51.46577","1.54277"
"31.00000","51.63246","1.56192"
"31.10000","51.79915","1.57767"
"31.20000","51.96579","1.57480"
"31.30000","52.13251","1.57310"
"31.40000","52.29924","1.57036"
"31.50000","52.46593","1.56370"
"31.60000","52.63252","1.58685"
"31.70000","52.79920","1.60769"
"31.80000","52.96597","1.60813"
"31.90000","53.13251","1.60838"
"32.00000","53.29903","1.63086"
"32.10000","53.46569","1.64603"
"32.20000","53.63250","1.64962"
"32.30000","53.79927","1.65841"
"32.40000","53.96597","1.66432"
"32.50000","54.13254","1.67329"
"32.60000","54.29922","1.70143"
"32.70000","54.46582","1.72441"
"32.80000","54.63244","1.72754"
"32.90000","54.79914","1.72196"
"33.00000","54.96571","1.72103"
"33.10000","55.13242","1.74114"
"33.20000","55.29919","1.74636"
"33.30000","55.46621","1.73588"
"33.40000","55.63266","1.72371"
"33.50000","55.79923","1.73913"
"33.60000","55.96578","1.74628"
"33.70000","56.13245","1.77923"
"33.80000","56.29918","1.78631"
"33.90000","56.46571","1.79504"
"34.00000","56.63245","1.79821"
"34.10000","56.79926","1.81259"
"34.20000","56.96597","1.83561"
"34.30000","57.13262","1.83522"
"34.40000","57.29927","1.84088"
"34.50000","57.46578","1.85306"
"34.60000","57.63244","1.88705"
"34.70000","57.79904","1.92444"
"34.80000","57.96579","1.94713"
"34.90000","58.13250","1.96329"
"35.00000","58.29933","1.96068"
"35.10000","58.46595","1.96749"
"35.20000","58.63255","1.96857"
"35.30000","58.79918","1.96906"
"35.40000","58.96580","1.94966"
"35.50000","59.13242","1.94670"
"35.60000","59.29905","1.97111"
"35.70000","59.46587","2.01452"
"35.80000","59.63253","2.03507"
"35.90000","59.79927","2.05089"
"36.00000","59.96597","2.04201"
"36.10000","60.13255","2.05682"
"36.20000","60.29916","2.08418"
"36.30000","60.46581","2.10168"
"36.40000","60.63253","2.11909"
"36.50000","60.79910","2.13610"
"36.60000","60.96573","2.17859"
"36.70000","61.13248","2.24142"
"36.80000","61.29926","2.28705"
"36.90000","61.46601","2.31296"
"37.00000","61.63258","2.33614"
"37.10000","61.79914","2.32457"
"37.20000","61.96586","2.34470"
"37.30000","62.13247","2.34095"
"37.40000","62.29910","2.35501"
"37.50000","62.46572","2.36235"
"37.60000","62.63246","2.37739"
"37.70000","62.79923","2.39035"
"37.80000","62.96597","2.43627"
"37.90000","63.13268","2.47359"
"38.00000","63.29923","2.50953"
"38.10000","63.46584","2.52329"
"38.20000","63.63244","2.55104"
"38.30000","63.79913","2.57433"
"38.40000","63.96574","2.58751"
"38.50000","64.13243","2.58919"
"38.60000","64.29926","2.60852"
"38.70000","64.46600","2.67321"
"38.80000","64.63255","2.74943"
"38.90000","64.79923","2.81682"
"39.00000","64.96583","2.89487"
"39.10000","65.13244","2.93128"
"39.20000","65.29903","2.96090"
"39.30000","65.46568","3.00261"
"39.40000","65.63238","3.05368"
"39.50000","65.79935","3.08389"
"39.60000","65.96614","3.09689"
"39.70000","66.13255","3.12650"
"39.80000","66.29920","3.15026"
"39.90000","66.46582","3.19911"
"40.00000","66.63239","3.26491"
"40.10000","66.79910","3.33865"
"40.20000","66.96577","3.40391"
"40.30000","67.13248","3.47165"
"40.40000","67.29928","3.55396"
"40.50000","67.46597","3.61081"
"40.60000","67.63258","3.65549"
"40.70000","67.79915","3.72745"
"40.80000","67.96579","3.79352"
"40.90000","68.13242","3.84229"
"41.00000","68.29915","3.88611"
"41.10000","68.46582","3.92529"
"41.20000","68.63248","4.00758"
"41.30000","68.79921","4.10596"
"41.40000","68.96597","4.20031"
"41.50000","69.13252","4.30485"
"41.60000","69.29917","4.40642"
"41.70000","69.46578","4.49318"
"41.80000","69.63250","4.58363"
"41.90000","69.79910","4.64418"
"42.00000","69.96574","4.69800"
"42.10000","70.13249","4.76273"
"42.20000","70.29925","4.83697"
"42.30000","70.46598","4.89319"
"42.40000","70.63251","4.95649"
"42.50000","70.79926","4.99754"
"42.60000","70.96588","5.06784"
"42.70000","71.13248","5.11930"
"42.80000","71.29902","5.18537"
"42.90000","71.46576","5.27914"
"43.00000","71.63252","5.38640"
"43.10000","71.79923","5.49277"
"43.20000","71.96589","5.58339"
"43.30000","72.13259","5.65911"
"43.40000","72.29917","5.73064"
"43.50000","72.46580","5.79134"
"43.60000","72.63251","5.86469"
"43.70000","72.79910","5.95553"
"43.80000","72.96575","6.03545"
"43.90000","73.13231","6.11218"
"44.00000","73.29919","6.18816"
"44.10000","73.46609","6.27324"
"44.20000","73.63253","6.35893"
"44.30000","73.79926","6.46052"
"44.40000","73.96572","6.57905"
"44.50000","74.13232","6.71553"
"44.60000","74.29902","6.81701"
"44.70000","74.46564","6.94268"
"44.80000","74.63248","7.04946"
"44.90000","74.79938","7.14424"
"45.00000","74.96604","7.22839"
"45.02100","75.00099","7.24115"
