Strain : Tensile strain (Extension) gauge length,"100.00000",mm
"8.70000","14.46599","0.00935"
"8.80000","14.63256","0.00019"
"8.90000","14.79919","0.01109"
"9.00000","14.96586","0.01048"
"9.10000","15.13249","0.00719"
"9.20000","15.29903","0.00386"
"9.30000","15.46568","0.00748"
"9.40000","15.63238","0.00471"
"9.50000","15.79925","0.01047"
"9.60000","15.96599","0.00525"
"9.70000","16.13249","0.01462"
"9.80000","16.29905","0.01189"
"9.90000","16.46585","0.00995"
"10.00000","16.63256","0.01126"
"10.10000","16.79917","0.01093"
"10.20000","16.96576","0.01614"
"10.30000","17.13240","0.00395"
"10.40000","17.29924","0.01461"
"10.50000","17.46597","0.00570"
"10.60000","17.63255","0.01394"
"10.70000","17.79923","0.00810"
"10.80000","17.96586","0.02098"
"10.90000","18.13247","0.00754"
"11.00000","18.29918","0.01461"
"11.10000","18.46571","0.02022"
"11.20000","18.63234","0.01126"
"11.30000","18.79915","0.01154"
"11.40000","18.96597","0.01888"
"11.50000","19.13262","0.01166"
"11.60000","19.29924","0.01702"
"11.70000","19.46601","0.01763"
"11.80000","19.63250","0.01617"
"11.90000","19.79910","0.01607"
"12.00000","19.96572","0.01154"
"12.10000","20.13242","0.02285"
"12.20000","20.29917","0.02219"
"12.30000","20.46610","0.02494"
"12.40000","20.63261","0.00921"
"12.50000","20.79923","0.01436"
"12.60000","20.96582","0.01879"
"12.70000","21.13254","0.01743"
"12.80000","21.29906","0.02180"
"12.90000","21.46562","0.02707"
"13.00000","21.63248","0.02419"
"13.10000","21.79926","0.02385"
"13.20000","21.96595","0.01799"
"13.30000","22.13262","0.02326"
"13.40000","22.29928","0.02004"
"13.50000","22.46579","0.01309"
"13.60000","22.63251","0.01904"
"13.70000","22.79909","0.02121"
"13.80000","22.96572","0.01880"
"13.90000","23.13239","0.01847"
"14.00000","23.29918","0.01700"
"14.10000","23.46597","0.02050"
"14.20000","23.63260","0.02455"
"14.30000","23.79916","0.02453"
"14.40000","23.96572","0.02809"
"14.50000","24.13248","0.03442"
"14.60000","24.29920","0.01661"
"14.70000","24.46581","0.02609"
"14.80000","24.63240","0.03122"
"14.90000","24.79924","0.02171"
"15.00000","24.96599","0.02632"
"15.10000","25.13257","0.02652"
"15.20000","25.29917","0.01769"
"15.30000","25.46589","0.02962"
"15.40000","25.63255","0.02717"
"15.50000","25.79903","0.02471"
"15.60000","25.96580","0.02541"
"15.70000","26.13247","0.02793"
"15.80000","26.29914","0.03044"
"15.90000","26.46587","0.02377"
"16.00000","26.63260","0.03103"
"16.10000","26.79923","0.03052"
"16.20000","26.96604","0.02822"
"16.30000","27.13247","0.02906"
"16.40000","27.29914","0.03133"
"16.50000","27.46578","0.03486"
"16.60000","27.63250","0.03172"
"16.70000","27.79925","0.02872"
"16.80000","27.96597","0.02874"
"16.90000","28.13261","0.03037"
"17.00000","28.29930","0.03996"
"17.10000","28.46581","0.03075"
"17.20000","28.63249","0.04604"
"17.30000","28.79907","0.04875"
"17.40000","28.96561","0.04923"
"17.50000","29.13238","0.04088"
"17.60000","29.29923","0.05409"
"17.70000","29.46617","0.05195"
"17.80000","29.63256","0.05659"
"17.90000","29.79922","0.06670"
"18.00000","29.96593","0.06678"
"18.10000","30.13242","0.06595"
"18.20000","30.29910","0.07428"
"18.30000","30.46569","0.06795"
"18.40000","30.63240","0.07914"
"18.50000","30.79925","0.07781"
"18.60000","30.96594","0.07566"
"18.70000","31.13266","0.09009"
"18.80000","31.29924","0.09605"
"18.90000","31.46571","0.09934"
"19.00000","31.63235","0.09559"
"19.10000","31.79911","0.11360"
"19.20000","31.96583","0.12448"
"19.30000","32.13249","0.12892"
"19.40000","32.29918","0.13186"
"19.50000","32.46602","0.12748"
"19.60000","32.63259","0.12311"
"19.70000","32.79922","0.12700"
"19.80000","32.96584","0.13231"
"19.90000","33.13253","0.14339"
"20.00000","33.29908","0.14701"
"20.10000","33.46566","0.15648"
"20.20000","33.63245","0.14855"
"20.30000","33.79922","0.15452"
"20.40000","33.96584","0.17092"
"20.50000","34.13254","0.17196"
"20.60000","34.29923","0.17421"
"20.70000","34.46589","0.17246"
"20.80000","34.63249","0.18913"
"20.90000","34.79903","0.19388"
"21.00000","34.96578","0.19386"
"21.10000","35.13239","0.19726"
"21.20000","35.29924","0.20410"
"21.30000","35.46605","0.21154"
"21.40000","35.63256","0.21674"
"21.50000","35.79929","0.21557"
"21.60000","35.96585","0.23355"
"21.70000","36.13255","0.23475"
"21.80000","36.29915","0.23835"
"21.90000","36.46565","0.24325"
"22.00000","36.63240","0.25468"
"22.10000","36.79910","0.20338"
"22.20000","36.96612","0.23887"
"22.30000","37.13257","0.26918"
"22.40000","37.29924","0.28496"
"22.50000","37.46587","0.27256"
"22.60000","37.63249","0.27247"
"22.70000","37.79896","0.28502"
"22.80000","37.96574","0.27883"
"22.90000","38.13240","0.28692"
"23.00000","38.29922","0.28271"
"23.10000","38.46595","0.30326"
"23.20000","38.63258","0.30901"
"23.30000","38.79926","0.32144"
"23.40000","38.96581","0.32000"
"23.50000","39.13239","0.33531"
"23.60000","39.29900","0.31319"
"23.70000","39.46570","0.31843"
"23.80000","39.63255","0.35122"
"23.90000","39.79928","0.38651"
"24.00000","39.96596","0.33964"
"24.10000","40.13253","0.35596"
"24.20000","40.29926","0.35647"
"24.30000","40.46585","0.36657"
"24.40000","40.63240","0.36117"
"24.50000","40.79913","0.37139"
"24.60000","40.96578","0.37012"
"24.70000","41.13242","0.38250"
"24.80000","41.29928","0.39983"
"24.90000","41.46599","0.40536"
"25.00000","41.63251","0.40843"
"25.10000","41.79917","0.42209"
"25.20000","41.96585","0.42254"
"25.30000","42.13253","0.42934"
"25.40000","42.29903","0.43716"
"25.50000","42.46577","0.42902"
"25.60000","42.63242","0.45128"
"25.70000","42.79922","0.45209"
"25.80000","42.96603","0.45692"
"25.90000","43.13252","0.47440"
"26.00000","43.29923","0.47796"
"26.10000","43.46589","0.49296"
"26.20000","43.63249","0.48669"
"26.30000","43.79921","0.49747"
"26.40000","43.96572","0.50245"
"26.50000","44.13244","0.50846"
"26.60000","44.29911","0.50429"
"26.70000","44.46572","0.51294"
"26.80000","44.63280","0.52289"
"26.90000","44.79910","0.53215"
"27.00000","44.96587","0.53995"
"27.10000","45.13243","0.54741"
"27.20000","45.29908","0.55691"
"27.30000","45.46565","0.55875"
"27.40000","45.63238","0.56654"
"27.50000","45.79921","0.57162"
"27.60000","45.96590","0.57828"
"27.70000","46.13266","0.57664"
"27.80000","46.29925","0.58208"
"27.90000","46.46585","0.58964"
"28.00000","46.63248","0.59603"
"28.10000","46.79904","0.60454"
"28.20000","46.96563","0.61296"
"28.30000","47.13240","0.61434"
"28.40000","47.29926","0.62097"
"28.50000","47.46600","0.63892"
"28.60000","47.63255","0.65037"
"28.70000","47.79922","0.65684"
"28.80000","47.96585","0.66091"
"28.90000","48.13239","0.65953"
"29.00000","48.29898","0.66439"
"29.10000","48.46561","0.68569"
"29.20000","48.63243","0.69613"
"29.30000","48.79922","0.69434"
"29.40000","48.96599","0.70310"
"29.50000","49.13266","0.73000"
"29.60000","49.29918","0.73319"
"29.70000","49.46581","0.72146"
"29.80000","49.63244","0.71170"
"29.90000","49.79902","0.72731"
"30.00000","49.96571","0.73351"
"30.10000","50.13245","0.73702"
"30.20000","50.29924","0.73964"
"30.30000","50.46600","0.75625"
"30.40000","50.63258","0.75659"
"30.50000","50.79921","0.75892"
"30.60000","50.96587","0.78883"
"30.70000","51.13250","0.78378"
"30.80000","51.29915","0.78073"
"30.90000","51.46572","0.78300"
"31.00000","51.63243","0.78812"
"31.10000","51.79921","0.79673"
"31.20000","51.96595","0.80357"
"31.30000","52.13258","0.81259"
"31.40000","52.29919","0.81447"
"31.50000","52.46597","0.84061"
"31.60000","52.63243","0.84894"
"31.70000","52.79907","0.87353"
"31.80000","52.96575","0.87446"
"31.90000","53.13231","0.87897"
"32.00000","53.29924","0.88134"
"32.10000","53.46590","0.87510"
"32.20000","53.63254","0.88428"
"32.30000","53.79923","0.91409"
"32.40000","53.96575","0.90969"
"32.50000","54.13254","0.91459"
"32.60000","54.29902","0.91519"
"32.70000","54.46572","0.93867"
"32.80000","54.63224","0.94360"
"32.90000","54.79900","0.95646"
"33.00000","54.96616","0.96058"
"33.10000","55.13267","0.96441"
"33.20000","55.29919","0.96376"
"33.30000","55.46593","0.97307"
"33.40000","55.63241","0.97376"
"33.50000","55.79911","0.98919"
"33.60000","55.96561","1.00245"
"33.70000","56.13251","1.02283"
"33.80000","56.29926","1.02219"
"33.90000","56.46591","1.03149"
"34.00000","56.63264","1.03192"
"34.10000","56.79921","1.03527"
"34.20000","56.96579","1.05243"
"34.30000","57.13243","1.08952"
"34.40000","57.29906","1.08100"
"34.50000","57.46577","1.06470"
"34.60000","57.63237","1.07057"
"34.70000","57.79926","1.09211"
"34.80000","57.96601","1.12283"
"34.90000","58.13254","1.13584"
"35.00000","58.29928","1.13672"
"35.10000","58.46582","1.13848"
"35.20000","58.63248","1.13202"
"35.30000","58.79914","1.13885"
"35.40000","58.96570","1.14722"
"35.50000","59.13245","1.16083"
"35.60000","59.29925","1.15308"
"35.70000","59.46599","1.16260"
"35.80000","59.63255","1.18391"
"35.90000","59.79910","1.21258"
"36.00000","59.96592","1.21720"
"36.10000","60.13251","1.23262"
"36.20000","60.29906","1.23414"
"36.30000","60.46572","1.24891"
"36.40000","60.63245","1.26935"
"36.50000","60.79919","1.27134"
"36.60000","60.96597","1.26976"
"36.70000","61.13266","1.26619"
"36.80000","61.29919","1.29731"
"36.90000","61.46587","1.31461"
"37.00000","61.63245","1.34532"
"37.10000","61.79911","1.33690"
"37.20000","61.96577","1.32615"
"37.30000","62.13234","1.31700"
"37.40000","62.29908","1.34032"
"37.50000","62.46602","1.35347"
"37.60000","62.63266","1.36684"
"37.70000","62.79930","1.36570"
"37.80000","62.96584","1.38808"
"37.90000","63.13252","1.42744"
"38.00000","63.29913","1.42846"
"38.10000","63.46570","1.43271"
"38.20000","63.63239","1.43799"
"38.30000","63.79926","1.43603"
"38.40000","63.96595","1.44260"
"38.50000","64.13250","1.47077"
"38.60000","64.29919","1.47244"
"38.70000","64.46588","1.47256"
"38.80000","64.63239","1.46030"
"38.90000","64.79914","1.44988"
"39.00000","64.96574","1.47503"
"39.10000","65.13237","1.48728"
"39.20000","65.29927","1.48749"
"39.30000","65.46599","1.48860"
"39.40000","65.63261","1.49666"
"39.50000","65.79926","1.52796"
"39.60000","65.96590","1.54770"
"39.70000","66.13252","1.55266"
"39.80000","66.29904","1.55595"
"39.90000","66.46584","1.56301"
"40.00000","66.63243","1.57927"
"40.10000","66.79927","1.59763"
"40.20000","66.96598","1.60223"
"40.30000","67.13255","1.61827"
"40.40000","67.29919","1.61739"
"40.50000","67.46580","1.64136"
"40.60000","67.63257","1.68085"
"40.70000","67.79903","1.69986"
"40.80000","67.96580","1.68396"
"40.90000","68.13246","1.66934"
"41.00000","68.29928","1.66533"
"41.10000","68.46593","1.68954"
"41.20000","68.63258","1.70791"
"41.30000","68.79918","1.72080"
"41.40000","68.96581","1.72693"
"41.50000","69.13254","1.72308"
"41.60000","69.29904","1.77344"
"41.70000","69.46575","1.78996"
"41.80000","69.63250","1.79954"
"41.90000","69.79916","1.78575"
"42.00000","69.96584","1.78741"
"42.10000","70.13257","1.80555"
"42.20000","70.29936","1.82719"
"42.30000","70.46589","1.83234"
"42.40000","70.63253","1.84661"
"42.50000","70.79916","1.85314"
"42.60000","70.96571","1.89130"
"42.70000","71.13245","1.91682"
"42.80000","71.29921","1.93063"
"42.90000","71.46602","1.93524"
"43.00000","71.63261","1.93931"
"43.10000","71.79916","1.95745"
"43.20000","71.96588","1.95646"
"43.30000","72.13248","1.95069"
"43.40000","72.29906","1.98027"
"43.50000","72.46560","1.97021"
"43.60000","72.63236","1.96775"
"43.70000","72.79922","2.00840"
"43.80000","72.96598","2.03950"
"43.90000","73.13264","2.05515"
"44.00000","73.29926","2.05669"
"44.10000","73.46568","2.07519"
"44.20000","73.63245","2.09505"
"44.30000","73.79911","2.10254"
"44.40000","73.96579","2.11464"
"44.50000","74.13242","2.11765"
"44.60000","74.29923","2.12358"
"44.70000","74.46609","2.16475"
"44.80000","74.63261","2.18839"
"44.90000","74.79927","2.21120"
"45.00000","74.96583","2.21639"
"45.10000","75.13242","2.22521"
"45.20000","75.29919","2.23460"
"45.30000","75.46570","2.26073"
"45.40000","75.63249","2.26069"
"45.50000","75.79921","2.26958"
"45.60000","75.96600","2.28981"
"45.70000","76.13251","2.33209"
"45.80000","76.29925","2.37052"
"45.90000","76.46588","2.41662"
"46.00000","76.63245","2.43056"
"46.10000","76.79911","2.44757"
"46.20000","76.96567","2.46047"
"46.30000","77.13245","2.48400"
"46.40000","77.29924","2.52586"
"46.50000","77.46591","2.56787"
"46.60000","77.63246","2.58252"
"46.70000","77.79921","2.63512"
"46.80000","77.96593","2.67899"
"46.90000","78.13260","2.71933"
"47.00000","78.29909","2.76518"
"47.10000","78.46573","2.81011"
"47.20000","78.63245","2.84292"
"47.30000","78.79919","2.86655"
"47.40000","78.96592","2.87995"
"47.50000","79.13264","2.89699"
"47.60000","79.29919","2.93117"
"47.70000","79.46589","2.94900"
"47.80000","79.63248","2.98995"
"47.90000","79.79914","3.05077"
"48.00000","79.96568","3.08646"
"48.10000","80.13233","3.14376"
"48.20000","80.29916","3.19341"
"48.30000","80.46598","3.26871"
"48.40000","80.63268","3.34168"
"48.50000","80.79923","3.38062"
"48.60000","80.96584","3.40669"
"48.70000","81.13249","3.41423"
"48.80000","81.29912","3.46503"
"48.90000","81.46574","3.49132"
"49.00000","81.63238","3.52140"
"49.10000","81.79926","3.56423"
"49.20000","81.96600","3.60739"
"49.30000","82.13254","3.66290"
"49.40000","82.29934","3.70404"
"49.50000","82.46583","3.78079"
"49.60000","82.63242","3.84720"
"49.70000","82.79907","3.94245"
"49.80000","82.96570","3.99221"
"49.90000","83.13253","4.03856"
"50.00000","83.29915","4.06325"
"50.10000","83.46591","4.08843"
"50.20000","83.63257","4.12675"
"50.30000","83.79911","4.16941"
"50.40000","83.96589","4.20772"
"50.50000","84.13245","4.23763"
"50.60000","84.29902","4.31464"
"50.70000","84.46572","4.39110"
"50.80000","84.63235","4.46074"
"50.90000","84.79939","4.53793"
"51.00000","84.96602","4.62388"
"51.10000","85.13247","4.70538"
"51.20000","85.29902","4.75881"
"51.30000","85.46596","4.81750"
"51.40000","85.63259","4.84240"
"51.50000","85.79909","4.86151"
"51.60000","85.96571","4.90566"
"51.70000","86.13246","4.95226"
"51.80000","86.29920","5.00925"
"51.90000","86.46598","5.06224"
"52.00000","86.63256","5.12208"
"52.10000","86.79921","5.19387"
"52.20000","86.96584","5.29195"
"52.30000","87.13248","5.36388"
"52.40000","87.29916","5.45762"
"52.50000","87.46568","5.55177"
"52.60000","87.63229","5.63895"
"52.70000","87.79916","5.72529"
"52.80000","87.96593","5.79692"
"52.90000","88.13261","5.85986"
"53.00000","88.29916","5.88610"
"53.10000","88.46584","5.92560"
"53.20000","88.63244","5.97669"
"53.30000","88.79903","6.02555"
"53.40000","88.96574","6.08138"
"53.50000","89.13235","6.16166"
"53.60000","89.29910","6.24169"
"53.70000","89.46599","6.32967"
"53.80000","89.63262","6.40145"
"53.90000","89.79930","6.48618"
"54.00000","89.96585","6.58864"
"54.02100","90.00098","6.60650"
